stretch,normal_stress,time,force,displacement
0.8530873141829196,-408.69805228070754,0,-0.020543404777304448,-0.0005876507432683216
0.8567144355850382,-382.1989173468802,1,-0.0192114129751509,-0.000573142257659847
0.8603415569871569,-355.6997824130528,2,-0.017879421172997352,-0.0005586337720513726
0.8639686783892755,-327.67979291305085,3,-0.016470982882327442,-0.0005441252864428981
0.8675957997913941,-303.8195128085668,4,-0.015271634391305975,-0.0005296168008344235
0.8712229211935127,-280.2953917328865,5,-0.014089183096049751,-0.000515108315225949
0.8748500425956314,-261.03750453466864,6,-0.013121176104920437,-0.0005005998296174746
0.87847716399775,-244.16851640568416,7,-0.012273248278048259,-0.000486091344009
0.8821042853998686,-227.89750214560485,8,-0.01145537789619354,-0.00047158285840052553
0.8857314068019873,-211.98801215516363,9,-0.010655679706172252,-0.000457074372792051
0.8893585282041059,-195.65980213861175,10,-0.009834934352023922,-0.0004425658871835765
0.8929856496062244,-179.2018937942182,11,-0.009007669648852707,-0.0004280574015751024
0.896612771008343,-167.19386796913096,12,-0.008404080437393338,-0.0004135489159666279
0.9002398924104617,-156.20741587618903,13,-0.007851841122446097,-0.0003990404303581534
0.9038670138125803,-145.36477411842787,14,-0.007306830503379083,-0.0003845319447496789
0.9074941352146989,-133.45386558791378,15,-0.0067081229395863935,-0.00037002345914120436
0.9111212566168175,-121.54411004575809,16,-0.0061094733313098075,-0.0003555149735327299
0.9147483780189362,-111.4769162436402,17,-0.0056034409778538356,-0.0003410064879242554
0.9183754994210548,-105.08088996733545,18,-0.0052819416312649345,-0.00032649800231578086
0.9220026208231734,-98.68486369103071,19,-0.004960442284676035,-0.0003119895167073064
0.925629742225292,-91.53407050216691,20,-0.004601004215084444,-0.00029748103109883184
0.9292568636274107,-84.54577406032777,21,-0.004249734122879811,-0.00028297254549035735
0.9328839850295293,-77.71358840449544,22,-0.003906311014650621,-0.0002684640598818828
0.9365111064316479,-72.42647147898242,23,-0.0036405515315808294,-0.00025395557427340833
0.9401382278337665,-66.83138701835787,24,-0.0033593119117774294,-0.00023944708866493382
0.9437653492358852,-60.938491982381564,25,-0.0030631026997230467,-0.0002249386030564593
0.9473924706380038,-55.48030574400279,26,-0.002788744335108396,-0.0002104301174479848
0.9510195920401224,-50.34068076150357,27,-0.0025303986057127782,-0.0001959216318395103
0.9546467134422411,-45.51961153302645,28,-0.0022880652349826737,-0.00018141314623103578
0.9582738348443596,-42.546321692120436,29,-0.0021386113866437378,-0.0001669046606225617
0.9619009562464782,-39.91860094520864,30,-0.0020065277355368004,-0.0001523961750140872
0.9655280776485968,-37.399951892905655,31,-0.001879926625781825,-0.0001378876894056127
0.9691551990507155,-35.040837321506295,32,-0.0017613445936780674,-0.0001233792037971382
0.9727823204528341,-32.67780797005957,33,-0.001642565783266514,-0.00010887071818866367
0.9764094418549527,-29.738389120789204,34,-0.0014948144766634558,-9.436223258018917e-05
0.9800365632570713,-26.030982609455478,35,-0.0013084598997054238,-7.985374697171466e-05
0.98366368465919,-22.323576098121755,36,-0.001122105322747392,-6.534526136324015e-05
0.9872908060613086,-18.266913697400007,37,-0.00091819523000817,-5.083677575476564e-05
0.9909179274634272,-14.29317520616184,38,-0.0007184533475863969,-3.632829014629113e-05
0.9945450488655458,-10.319436714923668,39,-0.0005187114651646238,-2.1819804537816622e-05
