time,displacement,force,angle,torque
330.3240051269531,-4.8724377629365864e-09,-0.00048652477278498044,0.0,3.1484923602372065e-08
330.3608703613281,-6.361238442584378e-08,-0.0005333841413641769,0.0,3.110723426649659e-08
330.3649597167969,-7.281587949553513e-08,-0.0005388092177084146,0.0,3.106375689071603e-08
330.418212890625,-4.4014355752811854e-07,-0.0006135200581500666,0.0,3.047058753221001e-08
330.42230224609375,-4.793937416676918e-07,-0.0006195653216634011,0.0,3.042305728590279e-08
330.45916748046875,-9.939773277081203e-07,-0.0006760087355388664,0.0,2.9982737027230955e-08
330.4632568359375,-1.059213896108022e-06,-0.0006824836569976514,0.0,2.99326286718703e-08
330.49603271484375,-1.8187728296378286e-06,-0.0007358982943145346,0.0,2.952245918297255e-08
330.5001220703125,-1.928944057852186e-06,-0.0007427505041462867,0.0,2.947025568563268e-08
330.5165100097656,-2.4749277912043737e-06,-0.0007706237452916923,0.0,2.9258878782184914e-08
330.5205993652344,-2.611356046386432e-06,-0.0007776816498935996,0.0,2.9205603823563245e-08
330.5369873046875,-3.2447729654228023e-06,-0.0008063736594476394,0.0,2.8990065187804907e-08
330.54107666015625,-3.4031272650973438e-06,-0.0008136344911295105,0.0,2.8935784699293278e-08
330.5984191894531,-6.161468519977402e-06,-0.0009196315899346906,0.0,2.8155526732957705e-08
330.6025390625,-6.376667716231917e-06,-0.0009275433462420903,0.0,2.8098200025182477e-08
330.6352844238281,-8.262842815253225e-06,-0.0009918086976909764,0.0,2.763724398904684e-08
330.639404296875,-8.508088875366055e-06,-0.0010000664177300944,0.0,2.7578619785909944e-08
330.6967468261719,-1.237599223947481e-05,-0.0011189069809381396,0.0,2.6750193951202952e-08
330.7008361816406,-1.2671857644823198e-05,-0.0011276559785395796,0.0,2.6690332275413474e-08
330.7213134765625,-1.4243489845480007e-05,-0.0011720037321023098,0.0,2.6389273518526303e-08
330.72540283203125,-1.458022950096044e-05,-0.001180966624682238,0.0,2.6328909608614042e-08
330.7417907714844,-1.5917983893699444e-05,-0.0012172373371359046,0.0,2.608628354991956e-08
330.7458801269531,-1.6251474997703504e-05,-0.0012263754757691776,0.0,2.6025573522294644e-08
330.79913330078125,-2.112878463106062e-05,-0.0013485005170256726,0.0,2.5230356304156114e-08
330.80322265625,-2.1512626045648563e-05,-0.0013581146700083553,0.0,2.5169027863629367e-08
330.9056396484375,-3.179428251804519e-05,-0.0016094115393912919,0.0,2.363200188969457e-08
330.90972900390625,-3.2214124236903934e-05,-0.0016198522357127358,0.0,2.3570896769922403e-08
330.9998474121094,-4.09774744207867e-05,-0.0018574175219525113,0.0,2.2240186568307312e-08
331.0039367675781,-4.137674198029693e-05,-0.0018685269151490736,0.0,2.2180765539209474e-08
331.1513977050781,-5.663830257693189e-05,-0.0022867750778712533,0.0,2.012855489230468e-08
331.1554870605469,-5.70630171230042e-05,-0.002298837275848559,0.0,2.0074771099963403e-08
331.25787353515625,-6.701226086730032e-05,-0.0026082496117676222,0.0,1.880092760933116e-08
331.2619934082031,-6.740260162213437e-05,-0.0026209849738721607,0.0,1.8752909621326073e-08
331.3070373535156,-7.193180278849245e-05,-0.0027615734605225418,0.0,1.8246413007966907e-08
331.3111267089844,-7.235814161030242e-05,-0.0027744563915762313,0.0,1.8202177150715418e-08
331.3889465332031,-8.023091662063891e-05,-0.003023276717385409,0.0,1.7417783550987677e-08
331.39306640625,-8.064912958917025e-05,-0.003036640399937892,0.0,1.7379307295222496e-08
331.4995422363281,-9.105530491897031e-05,-0.0033884453496584505,0.0,1.6492087794299625e-08
331.503662109375,-9.145051850101842e-05,-0.003402301072767045,0.0,1.6461923741880667e-08
331.5282287597656,-9.393193752227733e-05,-0.0034852887432947144,0.0,1.628853183429941e-08
331.5323181152344,-9.435827634408732e-05,-0.0034991633871067035,0.0,1.626074712968315e-08
331.6470031738281,-0.00010619397540852925,-0.0038951111127884233,0.0,1.560752160068252e-08
331.6510925292969,-0.00010661625130370016,-0.003909467132736071,0.0,1.558874252525998e-08
331.78216552734375,-0.00011932140771980009,-0.0043778193162633755,0.0,1.5152981773675554e-08
331.7862854003906,-0.000119719315004312,-0.004392790605669729,0.0,1.5144535493436186e-08
331.9091491699219,-0.00013214674264215684,-0.0048458574139433625,0.0,1.5041118354102203e-08
331.9132385253906,-0.00013256388170937384,-0.004861149383901859,0.0,1.504264027399855e-08
331.9910583496094,-0.000140160820692522,-0.005154624504964102,0.0,1.5133002551594686e-08
331.99517822265625,-0.00014055927387686905,-0.005170289302240262,0.0,1.5141048325102434e-08
331.999267578125,-0.00014095746753506493,-0.005185850482602356,0.0,1.51493598771617e-08
332.15081787109375,-0.00015666269256138203,-0.0057708796492062986,0.0,1.5687305985015827e-08
332.1549072265625,-0.00015708713415753703,-0.005786880226499886,0.0,1.570806100551423e-08
332.26141357421875,-0.00016742130440420777,-0.0062072616960690335,0.0,1.636516398592009e-08
332.2655029296875,-0.0001678105578339613,-0.006223537205557723,0.0,1.6394886432946166e-08
332.3638000488281,-0.00017775764035186207,-0.006617539107501981,0.0,1.7210039692265194e-08
332.3678894042969,-0.00017818072167301874,-0.006634041518838418,0.0,1.724815669280403e-08
332.494873046875,-0.00019058297527421882,-0.007150690553348589,0.0,1.8598031444282094e-08
332.49896240234375,-0.00019097709705659767,-0.007167469474247365,0.0,1.8646731421579718e-08
332.5563049316406,-0.00019680750417429497,-0.007403742880027916,0.0,1.9362609356215508e-08
332.5604248046875,-0.00019722356934019763,-0.007420791428641584,0.0,1.9416379318274382e-08
332.64642333984375,-0.0002060646050977039,-0.007779018342127961,0.0,2.0607893928583364e-08
332.6505432128906,-0.00020648661251754623,-0.007796296057910469,0.0,2.066821280978602e-08
332.75701904296875,-0.00021676474301396095,-0.008246758605602363,0.0,2.232496364944951e-08
332.7611083984375,-0.0002171537279683864,-0.008264215475160888,0.0,2.2392241630024873e-08
332.8880920410156,-0.00022997718356344306,-0.008812447822341536,0.0,2.460738321253395e-08
332.8921813964844,-0.00023039836765894424,-0.00883030873480372,0.0,2.468262537795784e-08
332.9577331542969,-0.0002367964211130694,-0.009118461213374902,0.0,2.5920134061309148e-08
332.9618225097656,-0.00023718324036651027,-0.009136554446937013,0.0,2.5999248426006016e-08
333.0027770996094,-0.0002412214135806327,-0.009318537273765939,0.0,2.6803544323089594e-08
333.0068664550781,-0.00024161986676497923,-0.009336787294650109,0.0,2.6885030444630754e-08
333.1666259765625,-0.0002581953545689406,-0.010061522099916032,0.0,3.0224405148225505e-08
333.17071533203125,-0.0002586124936361576,-0.010080385650620912,0.0,3.0313638833598025e-08
333.2567443847656,-0.0002668910377835453,-0.010481039920193735,0.0,3.2230275298709567e-08
333.2608337402344,-0.0002672819199636257,-0.010500269812491775,0.0,3.232318191560528e-08
333.3878173828125,-0.00028013730622443,-0.011106126284575538,0.0,3.5281868823835476e-08
333.39190673828125,-0.000280556056143619,-0.01112592560555849,0.0,3.537937231864277e-08
333.4984130859375,-0.00029090891227315924,-0.011648221076064336,0.0,3.7961808315892253e-08
333.50250244140625,-0.0002913043943305364,-0.011668534351972964,0.0,3.806250438290621e-08
333.6458435058594,-0.00030602647165271297,-0.012392755076530761,0.0,4.165460229372204e-08
333.64996337890625,-0.00030644926660018613,-0.012413918732299719,0.0,4.1759488690497864e-08
333.7564392089844,-0.00031672281511765953,-0.012967558156687415,0.0,4.4497107453575154e-08
333.76055908203125,-0.0003171134288224114,-0.012989237179620004,0.0,4.460398786622671e-08
333.8096923828125,-0.0003220491866534505,-0.01324924520745394,0.0,4.588341834172125e-08
333.81378173828125,-0.00032245630264173333,-0.013271007228786453,0.0,4.599028221456654e-08
333.8916015625,-0.0003303761816484722,-0.013688675777057326,0.0,4.803354388264195e-08
333.8957214355469,-0.0003307971151670002,-0.013710974428288333,0.0,4.814217986210616e-08
333.9366760253906,-0.00033484393328670305,-0.013933655306070816,0.0,4.9224258945656223e-08
333.9407653808594,-0.00033523239918882623,-0.01395599133870221,0.0,4.933250579078203e-08
333.9940185546875,-0.0003404513089997578,-0.014248528903100912,0.0,5.074495895106108e-08
333.99810791015625,-0.000340850299134762,-0.014271120917265234,0.0,5.085361510145408e-08
334.149658203125,-0.00035657368204246987,-0.015121107872854785,0.0,5.4891585205016956e-08
334.15374755859375,-0.0003569975866879677,-0.015144384553757499,0.0,5.500067736283773e-08
334.26025390625,-0.0003672900716652847,-0.015756855838167896,0.0,5.783930668889334e-08
334.26434326171875,-0.0003676806495733263,-0.015780610045274875,0.0,5.794810915206593e-08
334.3872375488281,-0.0003800842813478801,-0.016502602799639398,0.0,6.120533617720175e-08
334.3913269042969,-0.0003805027448933846,-0.016526896081176606,0.0,6.131319175725589e-08
334.4200134277344,-0.00038326191954043097,-0.016697794494148946,0.0,6.206858819047501e-08
334.4241027832031,-0.00038366849857805665,-0.01672222531802023,0.0,6.217609275458169e-08
334.4978332519531,-0.0003908136293798881,-0.01716563556244228,0.0,6.410568105002512e-08
334.5019226074219,-0.000391208323909635,-0.017190390325578717,0.0,6.421217695946841e-08
334.6452941894531,-0.00040596666329952735,-0.018068975109770853,0.0,6.790278359801252e-08
334.6493835449219,-0.00040638920767002685,-0.018094346582817583,0.0,6.800661391586235e-08
334.755859375,-0.00041668870880259785,-0.01876156324679432,0.0,7.067349601815635e-08
334.7599792480469,-0.00041707853497971887,-0.018787645868731863,0.0,7.077511511740098e-08
334.8869323730469,-0.00042996882303324065,-0.01960185395649024,0.0,7.383741288440456e-08
334.89105224609375,-0.00043038975655176865,-0.01962863066467266,0.0,7.393433232846415e-08
334.9606628417969,-0.0004371732689843369,-0.020084622118402524,0.0,7.554549752422065e-08
334.96478271484375,-0.00043755980186409424,-0.020111825290023613,0.0,7.563922022916893e-08
334.9934387207031,-0.000440385558392632,-0.020301723395981415,0.0,7.628577821000555e-08
334.9975280761719,-0.00044078454852763624,-0.020328921411773487,0.0,7.637726994634808e-08
335.1449890136719,-0.0004560393524951683,-0.021326907438025098,0.0,7.95351060266243e-08
335.1490783691406,-0.0004564635077176393,-0.021355079917276722,0.0,7.961847330939105e-08
335.2596740722656,-0.00046716908673388914,-0.022127802447353635,0.0,8.177720590885437e-08
335.2637634277344,-0.00046756102491692905,-0.022156784661650802,0.0,8.185331491327827e-08
335.3702697753906,-0.00047842468220665637,-0.02292242666384586,0.0,8.373461233876286e-08
335.3743591308594,-0.0004788488374291274,-0.022952248748300423,0.0,8.380281600853247e-08
335.49725341796875,-0.0004908304617838389,-0.023863835340047386,0.0,8.570265003125749e-08
