time, angle, torque
975.21872, -5.049223178e-05, 4.621098988e-06
975.312928, 0.004272897754, 5.474856968e-06
975.317024, 0.004460188773, 5.511836765e-06
975.427616, 0.009561928587, 6.513188385e-06
975.431712, 0.009750607091, 6.550239516e-06
976.28368, 0.04878573157, 1.390759833e-05
976.287776, 0.04897503209, 1.394398534e-05
976.975904, 0.07979114017, 1.973381998e-05
976.98, 0.07997479967, 1.976921773e-05
977.692704, 0.1107507763, 2.563393136e-05
977.6968, 0.1109247128, 2.566809479e-05
978.348064, 0.1376634077, 3.092409029e-05
978.35216, 0.1378269711, 3.095718726e-05
978.995232, 0.1626119002, 3.601939866e-05
978.999328, 0.1627654517, 3.605175882e-05
979.585056, 0.1836964642, 4.050582543e-05
979.589152, 0.1838373293, 4.053654107e-05
980.158496, 0.2024792821, 4.465494613e-05
980.162592, 0.202607908, 4.468396476e-05
980.70736, 0.2187141769, 4.835556966e-05
980.711456, 0.2188297775, 4.838232347e-05
981.026848, 0.2273253839, 5.035245983e-05
981.030944, 0.2274312188, 5.037701275e-05
981.235744, 0.2326051424, 5.15837675e-05
981.23984, 0.2327074498, 5.160780034e-05
981.719072, 0.2437241289, 5.419066715e-05
981.723168, 0.2438119165, 5.421105968e-05
982.214688, 0.2534741335, 5.644904962e-05
982.218784, 0.2535480764, 5.646574757e-05
982.710304, 0.261485511, 5.822302029e-05
982.7144, 0.2615442038, 5.823517921e-05
983.20592, 0.2677009462, 5.945410583e-05
983.210016, 0.2677458589, 5.946201306e-05
983.689248, 0.2719959767, 6.008771679e-05
983.693344, 0.272025335, 6.009045795e-05
983.803936, 0.2727563517, 6.014524686e-05
983.808032, 0.2727793212, 6.014567994e-05
984.16848, 0.274501228, 6.011832317e-05
984.172576, 0.27451725, 6.01166621e-05
984.610848, 0.2752527702, 5.962964862e-05
984.614944, 0.275256311, 5.962381578e-05
984.651808, 0.2752471125, 5.955566481e-05
984.655904, 0.275248052, 5.954887722e-05
984.950816, 0.2748096807, 5.889783904e-05
984.954912, 0.2748003247, 5.888754307e-05
985.237536, 0.2737459396, 5.80519212e-05
985.241632, 0.2737265252, 5.80382292e-05
985.511968, 0.2721370308, 5.704876061e-05
985.516064, 0.2721111765, 5.703313487e-05
985.810976, 0.2697356164, 5.575194194e-05
985.815072, 0.2696980984, 5.57324866e-05
986.056736, 0.2672562436, 5.452827281e-05
986.060832, 0.267210382, 5.450624843e-05
986.097696, 0.2667981849, 5.430903434e-05
986.101792, 0.2667528748, 5.428733338e-05
986.396704, 0.2630833881, 5.262008605e-05
986.4008, 0.2630284433, 5.259558765e-05
986.695712, 0.2587093407, 5.074932957e-05
986.699808, 0.2586466993, 5.07229024e-05
986.998816, 0.2536177951, 4.868456213e-05
987.002912, 0.2535463409, 4.865595455e-05
987.310112, 0.2477110902, 4.640463189e-05
987.314208, 0.2476305397, 4.637394112e-05
987.592736, 0.2417648996, 4.4207736e-05
987.596832, 0.2416770109, 4.417563443e-05
988.198944, 0.2272132579, 3.921070577e-05
988.20304, 0.2271078997, 3.917543356e-05
988.522528, 0.218478262, 3.63773578e-05
988.526624, 0.2183650648, 3.634116951e-05
988.846112, 0.209104112, 3.347267917e-05
988.850208, 0.2089842403, 3.343609601e-05
989.464608, 0.1895052584, 2.783433585e-05
989.468704, 0.1893713691, 2.779692126e-05
989.992992, 0.1711475815, 2.295336881e-05
989.997088, 0.1710006497, 2.291525257e-05
990.545952, 0.1505012607, 1.787152354e-05
990.550048, 0.1503449592, 1.783404125e-05
990.808096, 0.1402540994, 1.547155035e-05
990.812192, 0.1400895517, 1.543339766e-05
991.1112, 0.1280654459, 1.272889852e-05
991.115296, 0.1278985027, 1.269182174e-05
991.754272, 0.1011490157, 7.086598169e-06
991.758368, 0.1009754478, 7.051153935e-06
992.262176, 0.07904423355, 2.753197806e-06
992.266272, 0.07886424633, 2.718503761e-06
992.888864, 0.05098627667, -2.408208745e-06
992.89296, 0.0508027064, -2.4414106e-06
993.994784, 0.000272948587, -1.102863083e-05
993.99888, 8.529119895e-05, -1.106027977e-05
994.773024, -0.03555950003, -1.691940832e-05
994.77712, -0.03574734659, -1.695061097e-05
995.518496, -0.06934957227, -2.24654787e-05
995.522592, -0.06953417454, -2.249647578e-05
995.833888, -0.0833582253, -2.480917583e-05
995.837984, -0.08354054396, -2.484013283e-05
996.218912, -0.100156621, -2.765786769e-05
996.223008, -0.100333417, -2.76882958e-05
996.870176, -0.1276047522, -3.243973481e-05
996.874272, -0.1277738698, -3.247008485e-05
997.492768, -0.1524608602, -3.697567441e-05
997.496864, -0.152619816, -3.700551735e-05
998.144032, -0.1767205918, -4.163817406e-05
998.148128, -0.176868507, -4.166751316e-05
998.717472, -0.1963817352, -4.561007256e-05
998.721568, -0.1965173455, -4.563813716e-05
999.3032, -0.2146298632, -4.945778364e-05
999.307296, -0.2147518834, -4.948399107e-05
999.696416, -0.2257545558, -5.186754053e-05
999.700512, -0.2258658199, -5.189175944e-05
999.819296, -0.2290350172, -5.258296417e-05
999.823392, -0.2291431749, -5.260661164e-05
1000.372256, -0.2425971337, -5.558699285e-05
1000.376352, -0.2426904428, -5.560747909e-05
1000.892448, -0.2534923187, -5.798947874e-05
1000.896544, -0.2535711934, -5.800642354e-05
1001.41264, -0.2624934136, -5.9899683e-05
1001.416736, -0.2625575447, -5.99125881e-05
1001.920544, -0.2693912205, -6.121893052e-05
1001.92464, -0.2694401846, -6.122725778e-05
1002.444832, -0.2745017945, -6.195725823e-05
1002.448928, -0.2745342314, -6.196023976e-05
1002.756128, -0.2765519998, -6.206255152e-05
1002.760224, -0.276574379, -6.206217835e-05
1002.952736, -0.2774670983, -6.199831788e-05
1002.956832, -0.2774833972, -6.199591677e-05
1003.456544, -0.2784550908, -6.140878448e-05
1003.46064, -0.278457008, -6.140160478e-05
1003.980832, -0.2774152461, -6.010213978e-05
1003.984928, -0.2773991709, -6.008883433e-05
1004.501024, -0.2743024187, -5.812138774e-05
1004.50512, -0.2742708717, -5.810314456e-05
1005.021216, -0.2691411852, -5.550074982e-05
1005.025312, -0.2690931951, -5.547749262e-05
1005.049888, -0.2687986502, -5.533579833e-05
1005.053984, -0.2687489167, -5.531195828e-05
1005.533216, -0.2620997938, -5.234851707e-05
1005.537312, -0.2620358277, -5.232081247e-05
1006.049312, -0.2530826405, -4.868261928e-05
1006.053408, -0.2530047386, -4.865168799e-05
1006.598176, -0.2414534216, -4.43366499e-05
1006.602272, -0.2413605209, -4.430273542e-05
1007.138848, -0.2280378991, -3.970407143e-05
1007.142944, -0.2279293718, -3.966747399e-05
1007.704096, -0.2120482809, -3.460490171e-05
1007.708192, -0.2119264412, -3.456702527e-05
1008.257056, -0.1946016546, -2.9466556e-05
1008.261152, -0.1944662425, -2.94276818e-05
1008.86736, -0.1734450165, -2.374350561e-05
1008.871456, -0.1732989124, -2.3705127e-05
1009.448992, -0.1516280827, -1.832103072e-05
1009.453088, -0.1514707097, -1.828297814e-05
1009.944608, -0.1319152931, -1.376975144e-05
1009.948704, -0.1317495715, -1.373233737e-05
1010.133024, -0.1241827161, -1.205279872e-05
1010.13712, -0.1240146451, -1.201582846e-05
1010.784288, -0.09656708799, -6.316706985e-06
1010.788384, -0.09639033482, -6.280887918e-06
1011.480608, -0.0658112779, -4.260414108e-07
1011.484704, -0.06562850245, -3.917552787e-07
1012.295712, -0.02874366243, 6.152665152e-06
1012.299808, -0.02855566656, 6.18562087e-06
1012.914208, -0.0002396370412, 1.098486307e-05
