time,displacement,angle,force,torque
955.5538330078125,0.0,-1.967678872460965e-05,-2.2651077072716966e-05,3.7885694184835646e-06
956.1272583007812,0.0,0.026151709258556366,-7.699424092288834e-05,4.62738706799198e-06
956.13134765625,0.0,0.026335790753364563,-7.739771688248555e-05,4.632699957672145e-06
956.5409545898438,0.0,0.044282615184783936,-0.00011746993523009718,5.117760106221425e-06
956.5450439453125,0.0,0.04446009173989296,-0.00011786019546005397,5.122137747335258e-06
956.8358764648438,0.0,0.05661371722817421,-0.0001445714206581082,5.410343754074893e-06
956.8399658203125,0.0,0.05678212270140648,-0.00014492906341645549,5.414073629823797e-06
957.1553344726562,0.0,0.06926263868808746,-0.00017054026520753156,5.674505843589794e-06
957.1594848632812,0.0,0.0694197416305542,-0.00017084903118831348,5.677565203958853e-06
957.4789428710938,0.0,0.08117325603961945,-0.0001920534743227553,5.882784180031648e-06
957.4830322265625,0.0,0.08131887763738632,-0.00019228979060544526,5.885013549672519e-06
957.7451782226562,0.0,0.09018382430076599,-0.00020536581612697535,6.005979332902216e-06
957.749267578125,0.0,0.09031753242015839,-0.00020553587315470063,6.00751698067695e-06
958.044189453125,0.0,0.09939729422330856,-0.000214792798438741,6.08894488962581e-06
958.0482788085938,0.0,0.09951870888471603,-0.0002148783234312674,6.089657647215087e-06
958.2694702148438,0.0,0.10563497245311737,-0.0002178586446886636,6.110926204910704e-06
958.2735595703125,0.0,0.10574254393577576,-0.00021788463151766434,6.110997892373937e-06
958.2776489257812,0.0,0.1058494970202446,-0.00021790960905821105,6.111057835405037e-06
958.28173828125,0.0,0.1059558317065239,-0.00021793357985851018,6.111106030168738e-06
958.5684814453125,0.0,0.11289814114570618,-0.0002172569099476206,6.0849621029656355e-06
958.5725708007812,0.0,0.11298930644989014,-0.00021721581697359488,6.084164932264628e-06
958.8142700195312,0.0,0.11799485236406326,-0.00021341293348453236,6.015557806220902e-06
958.818359375,0.0,0.11807183921337128,-0.00021332690280746486,6.014031075058883e-06
959.1009521484375,0.0,0.12284741550683975,-0.00020589995304631662,5.878635311164907e-06
959.1050415039062,0.0,0.12290891259908676,-0.00020577326304842183,5.876241400175906e-06
959.3590087890625,0.0,0.126205176115036,-0.00019714197145616601,5.7038648848844886e-06
959.3630981445312,0.0,0.1262507140636444,-0.00019699340845664558,5.700715088404735e-06
959.6129760742188,0.0,0.12854239344596863,-0.0001876547322192763,5.486615529887703e-06
959.6170654296875,0.0,0.12857355177402496,-0.00018750025553453164,5.482764908838439e-06
959.8546142578125,0.0,0.12985984981060028,-0.00017871194903576384,5.240678874559104e-06
959.8587036132812,0.0,0.1298748105764389,-0.00017856622418791716,5.236201127887175e-06
960.0880737304688,0.0,0.1302843987941742,-0.0001709409439896322,4.968912824364167e-06
960.0921630859375,0.0,0.1302858144044876,-0.00017081699169427863,4.963865925889322e-06
960.1004028320312,0.0,0.13028426468372345,-0.0001705687538558361,4.953667509577446e-06
960.1044921875,0.0,0.13028430938720703,-0.00017044631521280973,4.94859155792004e-06
960.3870849609375,0.0,0.1296132504940033,-0.00016323828194364553,4.575197588318036e-06
960.3911743164062,0.0,0.1295953094959259,-0.0001631510829216659,4.569477293023967e-06
960.6860961914062,0.0,0.12758123874664307,-0.00015796400851836572,4.134664008112745e-06
960.690185546875,0.0,0.12754401564598083,-0.0001579060181576687,4.128337527259924e-06
960.9769287109375,0.0,0.12431339919567108,-0.00015461307503065493,3.6659440301299876e-06
960.9810180664062,0.0,0.12425806373357773,-0.00015457587093583268,3.659092529118701e-06
961.2841186523438,0.0,0.11950669437646866,-0.00015238176016993616,3.1328309327765986e-06
961.2882080078125,0.0,0.11943589895963669,-0.00015235830718344752,3.1254941786240437e-06
961.4111328125,0.0,0.11712688952684402,-0.0001517011938892911,2.902233290018952e-06
961.4152221679688,0.0,0.11704518646001816,-0.0001516806102477286,2.8947178644247337e-06
961.5872192382812,0.0,0.11346352845430374,-0.00015084727323443287,2.573788075493998e-06
961.59130859375,0.0,0.113374263048172,-0.000150827628269584,2.5660472396800248e-06
961.8903198242188,0.0,0.1061847135424614,-0.00014921250979494944,1.9876005621565134e-06
961.8944091796875,0.0,0.10607849061489105,-0.00014918620983429614,1.9795323858833778e-06
962.2261962890625,0.0,0.09676501154899597,-0.000146345354565688,1.313202529274069e-06
962.2302856445312,0.0,0.09664306789636612,-0.00014629945864574542,1.3048612530073164e-06
962.512939453125,0.0,0.08765558153390884,-0.00014230895587519134,7.224978183389408e-07
962.5170288085938,0.0,0.08751945942640305,-0.00014223982428921344,7.140019970391438e-07
962.7832641601562,0.0,0.07828490436077118,-0.00013715960885753902,1.5825935309162395e-07
962.787353515625,0.0,0.07813866436481476,-0.0001370736297279739,1.4969577448926486e-07
963.0208129882812,0.0,0.0694415271282196,-0.00013185416705103039,-3.393792102944068e-07
963.02490234375,0.0,0.0692845955491066,-0.0001317580316556712,-3.479392318261154e-07
963.2706909179688,0.0,0.05964311957359314,-0.00012577534396679586,-8.607405146966616e-07
963.2747802734375,0.0,0.05947830155491829,-0.0001256732181610619,-8.692330927557668e-07
963.6188354492188,0.0,0.0451853983104229,-0.00011694953268136504,-1.5761948551966833e-06
963.6229248046875,0.0,0.045011475682258606,-0.00011684401184956913,-1.5844892672829445e-06
964.2619018554688,0.0,0.01674758642911911,-9.888505805788917e-05,-2.8353391417222173e-06
964.2659912109375,0.0,0.016562819480895996,-9.875656397367438e-05,-2.8429971702507597e-06
964.6223754882812,0.0,0.00019237557717133313,-8.659265241463222e-05,-3.4890642537509277e-06
964.62646484375,0.0,4.018908839498181e-06,-8.644143858175211e-05,-3.496216005252804e-06
965.564453125,0.0,-0.042965687811374664,-4.7298436476659374e-05,-4.95079362771862e-06
965.5685424804688,0.0,-0.043148938566446304,-4.711772755239003e-05,-4.9562353463892135e-06
965.9740600585938,0.0,-0.0608951561152935,-2.940708661068993e-05,-5.451922073751449e-06
965.9781494140625,0.0,-0.06107136607170105,-2.9233181581092647e-05,-5.456464954731082e-06
966.2607421875,0.0,-0.07287302613258362,-1.7652299128701355e-05,-5.747330502201193e-06
966.264892578125,0.0,-0.07304268330335617,-1.7489922628119176e-05,-5.751257205662441e-06
966.5843505859375,0.0,-0.0856790542602539,-5.895784845545444e-06,-6.02236798891034e-06
966.5884399414062,0.0,-0.08583642542362213,-5.760561423305902e-06,-6.025432120027609e-06
966.907958984375,0.0,-0.09757236391305923,3.601599323505532e-06,-6.231943199850535e-06
966.9120483398438,0.0,-0.09771817922592163,3.7065928787552264e-06,-6.234159117851394e-06
967.19873046875,0.0,-0.10735411196947098,1.0259926895189384e-05,-6.361948625833874e-06
967.2028198242188,0.0,-0.10748648643493652,1.034279211317669e-05,-6.3633739218765144e-06
967.34619140625,0.0,-0.11196953058242798,1.3082851725237845e-05,-6.406158842140349e-06
967.3502807617188,0.0,-0.11209231615066528,1.3156529229554122e-05,-6.40717306944238e-06
967.4691162109375,0.0,-0.11564578860998154,1.5199114554337832e-05,-6.4316035019961254e-06
967.4732055664062,0.0,-0.11576660722494125,1.526617943885429e-05,-6.432269856032628e-06
967.7066650390625,0.0,-0.12220345437526703,1.878987359632241e-05,-6.450825213692631e-06
967.7107543945312,0.0,-0.12231116741895676,1.8846855509684676e-05,-6.450805908603293e-06
967.9810791015625,0.0,-0.1288742572069168,2.2330763705916742e-05,-6.422903642246582e-06
967.9851684570312,0.0,-0.12896595895290375,2.237948945409997e-05,-6.422079009273027e-06
968.2432250976562,0.0,-0.13431373238563538,2.5241658518690598e-05,-6.345867856043505e-06
968.247314453125,0.0,-0.13439087569713593,2.528385722682649e-05,-6.344277853429273e-06
968.5135498046875,0.0,-0.13890454173088074,2.7847510290950235e-05,-6.215196611950778e-06
