time, displacement, force
249.57136, -1.4296875e-08, -0.0007476265561
249.608224, -7.171875e-08, -0.0007521814838
249.61232, -8.0234375e-08, -0.0007529178967
249.640992, -2.128125e-07, -0.0007659324082
249.645088, -2.36328125e-07, -0.0007682859394
249.681952, -5.727734375e-07, -0.0008028914226
249.686048, -6.1828125e-07, -0.0008076122465
249.722912, -1.246171875e-06, -0.0008736015713
249.727008, -1.330078125e-06, -0.0008824581788
249.763872, -2.361328125e-06, -0.0009918857185
249.767968, -2.490859375e-06, -0.001005657093
249.804832, -3.90578125e-06, -0.001156410353
249.808928, -4.076171875e-06, -0.001174584648
249.8376, -5.430703125e-06, -0.001319226442
249.841696, -5.635507813e-06, -0.001341112482
249.845792, -5.8403125e-06, -0.001362998428
249.886752, -8.09734375e-06, -0.001604350618
249.890848, -8.332539063e-06, -0.001629519128
249.927712, -1.068894531e-05, -0.001881889226
249.931808, -1.095832031e-05, -0.001910757984
249.964576, -1.334742188e-05, -0.002167016402
249.968672, -1.365621094e-05, -0.00220016214
250.005536, -1.676195313e-05, -0.002533870286
250.009632, -1.711414063e-05, -0.002571743988
250.0424, -2.014957031e-05, -0.002898441358
250.046496, -2.053335938e-05, -0.002939782105
250.132512, -2.902e-05, -0.003855094387
250.136608, -2.943558594e-05, -0.003900038241
250.222624, -3.780664063e-05, -0.004806076188
250.22672, -3.820082031e-05, -0.00484885697
250.263584, -4.192214844e-05, -0.005253280543
250.26768, -4.233394531e-05, -0.005298095077
250.374176, -5.337e-05, -0.00650260858
250.378272, -5.3794375e-05, -0.006549148158
250.480672, -6.37134375e-05, -0.007638797877
250.484768, -6.410179688e-05, -0.007681653995
250.488864, -6.449015625e-05, -0.007724523232
250.591264, -7.490976563e-05, -0.008880166359
250.59536, -7.533636719e-05, -0.008927780361
250.722336, -8.782800781e-05, -0.01032704192
250.726432, -8.822421875e-05, -0.01037175314
250.787872, -9.452925781e-05, -0.01108632226
250.791968, -9.494644531e-05, -0.01113380095
250.853408, -0.0001013755469, -0.01186830563
250.857504, -0.0001018077344, -0.01191792478
250.894368, -0.0001055264063, -0.01234522199
250.898464, -0.0001059446094, -0.0123934313
250.98448, -0.0001141751953, -0.01334439539
250.988576, -0.0001145645703, -0.01338966173
251.00496, -0.0001162070313, -0.01358115008
251.009056, -0.0001166051953, -0.01362759246
251.111456, -0.0001269922266, -0.0148478885
251.115552, -0.0001274121875, -0.01489767418
251.226144, -0.0001381303516, -0.01617364432
251.23024, -0.0001385235547, -0.01622087669
251.267104, -0.0001422528125, -0.01667093659
251.2712, -0.0001426641797, -0.01672074383
251.377696, -0.0001536459375, -0.01806132099
251.381792, -0.0001540695313, -0.01811357698
251.41456, -0.0001572960156, -0.01851168219
251.418656, -0.0001577036328, -0.0185621683
251.504672, -0.0001659877344, -0.01959229968
251.508768, -0.0001663853125, -0.01964216759
251.615264, -0.0001772251563, -0.02101548327
251.61936, -0.0001776481641, -0.02106971798
251.725856, -0.0001880374609, -0.02240741454
251.729952, -0.0001884338672, -0.02245899239
251.766816, -0.0001921923438, -0.0229510557
251.770912, -0.0001926061328, -0.02300543048
251.873312, -0.0002032782422, -0.02442188477
251.877408, -0.0002037040234, -0.02447905941
251.914272, -0.0002073586328, -0.02496977561
251.918368, -0.0002077686328, -0.0250251004
251.983904, -0.0002140939453, -0.02588061064
251.988, -0.0002144833594, -0.0259336013
252.114976, -0.0002273719531, -0.02771327594
252.119072, -0.0002277925391, -0.02777227009
252.225568, -0.0002381973438, -0.02923762355
252.229664, -0.0002385905469, -0.02929359174
252.266528, -0.0002423328516, -0.02983053465
252.270624, -0.0002427438281, -0.02988971692
252.332064, -0.000249128125, -0.03081667468
252.33616, -0.0002495617188, -0.03088022357
252.373024, -0.0002533107031, -0.03142959343
252.37712, -0.0002537342969, -0.03149205376
252.43856, -0.0002596875, -0.03236878242
252.442656, -0.0002600907031, -0.0324286884
252.504096, -0.0002659769141, -0.03330494493
252.508192, -0.0002663751172, -0.03336474318
252.610592, -0.0002767482813, -0.03494160258
252.614688, -0.0002771708984, -0.03500678983
252.72528, -0.0002879393359, -0.03667116737
252.729376, -0.0002883357422, -0.03673320312
252.76624, -0.0002920825391, -0.03732469717
252.770336, -0.0002924965234, -0.03739032682
252.856352, -0.0003015120313, -0.03883565188
252.860448, -0.0003019442188, -0.03890577804
252.897312, -0.0003056768359, -0.03951047025
252.901408, -0.0003060946094, -0.03957853822
252.983328, -0.0003139744141, -0.04086057103
252.987424, -0.0003143641797, -0.04092451425
253.016096, -0.0003172300391, -0.04139888932
253.020192, -0.0003176348047, -0.04146604118
253.024288, -0.0003180395703, -0.04153324471
253.028384, -0.0003184443359, -0.04160049994
253.1144, -0.0003272624609, -0.04308257502
253.118496, -0.0003276832422, -0.043154101
253.245472, -0.0003400422266, -0.04525771633
253.249568, -0.0003404444141, -0.04532730889
