time, angle, torque
1012.918304, -4.885092978e-05, 1.292608234e-05
1014.020128, 0.0508058097, 2.402986742e-05
1014.024224, 0.05099231852, 2.407219591e-05
1014.564896, 0.07531097635, 2.957441123e-05
1014.568992, 0.07549371075, 2.961694251e-05
1015.003168, 0.0945564913, 3.40572793e-05
1015.007264, 0.09473222006, 3.409909607e-05
1015.117856, 0.09951331048, 3.524224625e-05
1015.121952, 0.09969230337, 3.528552773e-05
1015.703584, 0.1241943439, 4.123382761e-05
1015.70768, 0.1243630794, 4.127629516e-05
1016.313888, 0.1486024677, 4.746178309e-05
1016.317984, 0.148762154, 4.750417765e-05
1016.809504, 0.1672771256, 5.247821211e-05
1016.8136, 0.1674271111, 5.251971292e-05
1017.317408, 0.1851983789, 5.751072605e-05
1017.321504, 0.1853404497, 5.755206455e-05
1017.89904, 0.2040653724, 6.305230238e-05
1017.903136, 0.2041920716, 6.309048738e-05
1018.525728, 0.2222019382, 6.860378658e-05
1018.529824, 0.2223147598, 6.863918485e-05
1019.12784, 0.237318877, 7.335243567e-05
1019.131936, 0.2374143162, 7.338247069e-05
1019.49648, 0.2454017726, 7.589112951e-05
1019.500576, 0.2454865967, 7.591748634e-05
1019.672608, 0.2489397116, 7.69878961e-05
1019.676704, 0.2490209672, 7.701319306e-05
1020.23376, 0.2587713915, 7.996656438e-05
1020.237856, 0.2588363434, 7.998540246e-05
1020.794912, 0.2663221016, 8.199943293e-05
1020.799008, 0.2663694475, 8.201048278e-05
1021.327392, 0.2713619713, 8.297434258e-05
1021.331488, 0.2713927898, 8.297768176e-05
1021.4216, 0.2720254183, 8.303030642e-05
1021.425696, 0.2720533548, 8.303229187e-05
1021.876256, 0.2743183793, 8.290821884e-05
1021.880352, 0.274332569, 8.290364568e-05
1022.306336, 0.2750459215, 8.209956473e-05
1022.310432, 0.2750465406, 8.20884673e-05
1022.433312, 0.2749923468, 8.172352209e-05
1022.437408, 0.2749901643, 8.171121155e-05
1022.982176, 0.2733482504, 7.949174652e-05
1022.986272, 0.2733280004, 7.947093969e-05
1023.518752, 0.2695446776, 7.631852671e-05
1023.522848, 0.2695067079, 7.628988564e-05
1023.543328, 0.2693180107, 7.614763604e-05
1023.547424, 0.2692815592, 7.611991518e-05
1024.10448, 0.2629395801, 7.183926175e-05
1024.108576, 0.2628849563, 7.180428128e-05
1024.669728, 0.2541767978, 6.664930128e-05
1024.673824, 0.2541055977, 6.660881881e-05
1025.202208, 0.2438681303, 6.113745511e-05
1025.206304, 0.2437810107, 6.109253818e-05
1025.74288, 0.2314031335, 5.50646182e-05
1025.746976, 0.2313000011, 5.501619888e-05
1026.074656, 0.2227958544, 5.115370091e-05
1026.078752, 0.2226862809, 5.110501435e-05
1026.422816, 0.2130488396, 4.697196357e-05
1026.426912, 0.2129292693, 4.692189681e-05
1027.01264, 0.1948571699, 3.978679577e-05
1027.016736, 0.1947253503, 3.973679028e-05
1027.631136, 0.1737153537, 3.223988796e-05
1027.635232, 0.1735692289, 3.21898777e-05
1028.286496, 0.1492696151, 2.437989026e-05
1028.290592, 0.1491120574, 2.433132471e-05
1028.859936, 0.1263694244, 1.767766075e-05
1028.864032, 0.1261999843, 1.762967062e-05
1028.986912, 0.1211311165, 1.620989936e-05
1028.991008, 0.1209622997, 1.61629415e-05
1029.564448, 0.09662682878, 9.708589225e-06
1029.568544, 0.09645040221, 9.662992226e-06
1030.260768, 0.06587260971, 2.148724335e-06
1030.264864, 0.06569001155, 2.104774786e-06
1030.940704, 0.03494812322, -5.007101626e-06
1030.9448, 0.03476096404, -5.050075297e-06
1031.694368, 9.819705713e-05, -1.275729244e-05
1031.698464, -9.057745134e-05, -1.279955911e-05
1032.759328, -0.04901409958, -2.349525076e-05
1032.763424, -0.04920125445, -2.353773193e-05
1033.304096, -0.07363549484, -2.90668441e-05
1033.308192, -0.07381959925, -2.910972115e-05
1033.68912, -0.09066458087, -3.303157701e-05
1033.693216, -0.09084633932, -3.307500153e-05
1033.865248, -0.09835653142, -3.486623637e-05
1033.869344, -0.09853406642, -3.490899153e-05
1034.434592, -0.1225472244, -4.074265458e-05
1034.438688, -0.1227185928, -4.078587662e-05
1035.036704, -0.1469233812, -4.69646818e-05
1035.0408, -0.147085702, -4.700784833e-05
1035.528224, -0.1657358993, -5.202350744e-05
1035.53232, -0.1658882508, -5.206571568e-05
1036.040224, -0.1841441745, -5.720707821e-05
1036.04432, -0.184286338, -5.724825995e-05
1036.593184, -0.2025200695, -6.262792731e-05
1036.59728, -0.2026491977, -6.266686278e-05
1037.21168, -0.221026924, -6.833331424e-05
1037.215776, -0.2211416694, -6.836929588e-05
1037.821984, -0.237000852, -7.342214323e-05
1037.82608, -0.2371000131, -7.345383519e-05
1038.149664, -0.2445847141, -7.585610971e-05
1038.15376, -0.2446772491, -7.588610274e-05
1038.383136, -0.2495413872, -7.743685791e-05
1038.387232, -0.249625389, -7.746348878e-05
1038.44048, -0.2507090709, -7.780738835e-05
1038.444576, -0.2507923446, -7.78339083e-05
1038.981152, -0.2605353325, -8.087758203e-05
1038.985248, -0.2606025169, -8.089768545e-05
1039.554592, -0.2686663508, -8.319094051e-05
1039.558688, -0.2687170646, -8.320392138e-05
1040.091168, -0.2740927829, -8.436974145e-05
1040.095264, -0.2741263685, -8.437461992e-05
1040.267296, -0.275407527, -8.452281489e-05
1040.271392, -0.2754347627, -8.452455945e-05
1040.623648, -0.2773452731, -8.449831597e-05
1040.627744, -0.2773634317, -8.449583563e-05
1040.910368, -0.2782056041, -8.4134018e-05
1040.914464, -0.2782148634, -8.412719894e-05
1041.160224, -0.2784478858, -8.356775954e-05
1041.16432, -0.2784480859, -8.355642448e-05
1041.197088, -0.278442435, -8.346224265e-05
1041.201184, -0.278442028, -8.345066717e-05
1041.75824, -0.2770922865, -8.132149258e-05
1041.762336, -0.2770743677, -8.130158058e-05
1042.04496, -0.2754794613, -7.977810002e-05
1042.049056, -0.2754523179, -7.975396899e-05
1042.339872, -0.2731732445, -7.790364839e-05
1042.343968, -0.2731378188, -7.787601351e-05
1042.581536, -0.270803886, -7.616170659e-05
1042.585632, -0.2707602492, -7.613056572e-05
1042.614304, -0.2704450756, -7.5907989e-05
1042.6184, -0.2704011495, -7.587683291e-05
1042.913312, -0.2668333757, -7.348379622e-05
1042.917408, -0.2667804485, -7.344915971e-05
1043.486752, -0.2580884178, -6.820890056e-05
1043.490848, -0.258018433, -6.816837729e-05
1043.789856, -0.252514863, -6.509741978e-05
1043.793952, -0.2524364402, -6.505449544e-05
1044.097056, -0.2462125066, -6.176641242e-05
1044.101152, -0.24612446, -6.17208384e-05
1044.650016, -0.2332567489, -5.543640327e-05
1044.654112, -0.2331524589, -5.5387321e-05
1045.006368, -0.2238502673, -5.11627573e-05
1045.010464, -0.2237387929, -5.111331268e-05
1045.309472, -0.2152353797, -4.745651647e-05
1045.313568, -0.2151149854, -4.740581306e-05
1045.899296, -0.1969038252, -4.017391178e-05
1045.903392, -0.196770052, -4.012289434e-05
1046.546464, -0.1745952995, -3.218906848e-05
1046.55056, -0.1744479177, -3.213860523e-05
1047.197728, -0.1500983032, -2.430650931e-05
1047.201824, -0.1499391231, -2.425740636e-05
1047.681056, -0.1307554627, -1.859578836e-05
1047.685152, -0.1305890892, -1.854805487e-05
1047.857184, -0.1234992531, -1.654470495e-05
1047.86128, -0.1233303676, -1.649744643e-05
1048.438816, -0.09877960615, -9.951814479e-06
1048.442912, -0.09860225996, -9.905767102e-06
1049.13104, -0.0681646795, -2.395409986e-06
1049.135136, -0.06798070354, -2.350957235e-06
1050.613792, -9.75846433e-05, 1.279430121e-05
