time,angle,displacement,torque,force
1021.143072,9.797039635425948e-05,0.0,1.993600200308062e-06,
1022.523424,0.07595226360901582,0.0,3.674713762782561e-06,
1022.52752,0.0761593998350553,0.0,3.681156038391561e-06,
1023.768608,0.130926170583094,0.0,5.878204387815372e-06,
1023.772704,0.131074925977596,0.0,5.884860945261373e-06,
1024.829472,0.160437331379292,0.0,7.24889028475631e-06,
1024.833568,0.160514546542183,0.0,7.25221042246181e-06,
1025.173536,0.16586169186361502,0.0,7.417319351903997e-06,
1025.177632,0.165913688797479,0.0,7.41767261597381e-06,
1025.849376,0.170186620747519,0.0,7.158713814035436e-06,
1025.853472,0.17018686578620001,0.0,7.155186739036872e-06,
1025.861664,0.17018572023036502,0.0,7.1482483773854975e-06,
1025.86576,0.170185754060332,0.0,7.144606666283623e-06,
1026.447392,0.1668910573961,0.0,6.30632493245081e-06,
1026.451488,0.166844495749343,0.0,6.29842208137931e-06,
1027.024928,0.157478726204401,0.0,5.000316889101186e-06,
1027.029024,0.157390491798306,0.0,4.989642837275248e-06,
1028.274208,0.11796695303087601,0.0,1.6043759276737485e-06,
1028.278304,0.117798938784647,0.0,1.5951559208681234e-06,
1029.4088,0.06423125915450031,0.0,-8.172968573818121e-07,
1029.412896,0.06401567110546921,0.0,-8.262261272986872e-07,
1029.564448,0.05593717889966911,0.0,-1.080520438709249e-06,
1029.568544,0.05571382111293081,0.0,-1.0869273329433738e-06,
1030.559776,0.00031855915456206925,0.0,-2.220059219041124e-06,
1030.563872,8.354868134222929e-05,0.0,-2.2245226841289364e-06,
1031.956512,-0.07638046907023009,0.0,-3.5473472106620603e-06,
1031.960608,-0.0765893830153292,0.0,-3.5515790429686855e-06,
1033.15664,-0.12962776702490697,0.0,-5.538362533747311e-06,
1033.160736,-0.12977633873183098,0.0,-5.543839674103498e-06,
1034.225696,-0.159942461956224,0.0,-6.85723008026306e-06,
1034.229792,-0.160021212816761,0.0,-6.86015852605256e-06,
1034.418208,-0.16334408207191098,0.0,-6.960209789783248e-06,
1034.422304,-0.163409023448409,0.0,-6.962286446360435e-06,
1035.274272,-0.17025467768113098,0.0,-6.722089269891184e-06,
1035.278368,-0.17025505173084898,0.0,-6.718077677748935e-06,
1035.28656,-0.170254684812854,0.0,-6.710063209801872e-06,
1035.290656,-0.17025419628984098,0.0,-6.706114176891935e-06,
1035.761696,-0.168066133534609,0.0,-6.086264918536686e-06,
1035.765792,-0.168029030929542,0.0,-6.0790397030054975e-06,
1036.478496,-0.15690795348970998,0.0,-4.546816821768373e-06,
1036.482592,-0.15681891713052798,0.0,-4.5364767006982485e-06,
1037.711392,-0.117505611299667,0.0,-1.3329045629274359e-06,
1037.715488,-0.11733728600060499,0.0,-1.3235905802542484e-06,
1038.87056,-0.06228780607996229,0.0,9.261822164450614e-07,
1038.874656,-0.06207158943356789,0.0,9.340769809861864e-07,
1038.923808,-0.05944122637273929,0.0,1.0171167088438113e-06,
1038.927904,-0.05922323182442079,0.0,1.0233772746986236e-06,
1039.984672,-0.00031741908466840097,0.0,2.1648455306651235e-06,
