time,angle,displacement,torque,force
1175.3421710841487,0.340606,0.0,1.49722e-05,
1175.3503630841487,0.340605,0.0,1.6529099999999997e-05,
1175.3585550841487,0.340605,0.0,1.65253e-05,
1175.3667470841488,0.340605,0.0,1.73676e-05,
1175.5510670841488,0.340605,0.0,1.50168e-05,
1175.5674510841488,0.340605,0.0,1.56807e-05,
1175.6002190841486,0.340606,0.0,1.46445e-05,
1175.6166030841487,0.340605,0.0,1.55398e-05,
1175.6329870841487,0.340605,0.0,1.4679999999999998e-05,
1175.6493710841487,0.340605,0.0,1.6084399999999998e-05,
1175.6985230841487,0.340605,0.0,1.39946e-05,
1175.7149070841488,0.340605,0.0,1.5769299999999998e-05,
1175.7640590841488,0.340605,0.0,1.4247599999999999e-05,
1175.7804430841488,0.340605,0.0,1.59496e-05,
1175.7968270841488,0.340606,0.0,1.3594599999999999e-05,
1175.8132110841486,0.340605,0.0,1.3545999999999999e-05,
1175.8295950841487,0.340605,0.0,1.5132999999999999e-05,
1175.8459790841487,0.340605,0.0,1.34748e-05,
1175.8623630841487,0.340605,0.0,1.46665e-05,
1175.8951310841487,0.340605,0.0,1.30516e-05,
1175.9115150841487,0.340605,0.0,1.55752e-05,
1175.9278990841487,0.340605,0.0,1.36067e-05,
1175.9442830841488,0.340605,0.0,1.4860299999999999e-05,
1175.9606630841488,0.340606,0.0,1.29191e-05,
1175.9934330841488,0.340605,0.0,1.4942199999999999e-05,
1176.0098230841488,0.340605,0.0,1.30028e-05,
1176.0262030841488,0.340605,0.0,1.42102e-05,
1176.0425830841486,0.340606,0.0,1.27459e-05,
1176.0753530841487,0.340606,0.0,1.24592e-05,
1176.0917430841487,0.340605,0.0,1.4196599999999999e-05,
1176.1736630841488,0.340605,0.0,1.3692099999999999e-05,
1176.1900430841488,0.340605,0.0,1.29351e-05,
1176.2146230841488,0.340605,0.0,1.3833199999999998e-05,
1176.2801530841487,0.340605,0.0,1.30708e-05,
1176.3129230841487,0.340605,0.0,1.2978999999999999e-05,
1176.3784630841487,0.340605,0.0,1.3463399999999999e-05,
1176.4112230841488,0.340605,0.0,1.4006999999999998e-05,
1176.4439930841488,0.340606,0.0,1.26004e-05,
1176.4767630841488,0.340605,0.0,1.2718299999999998e-05,
1176.5095330841486,0.340605,0.0,1.34471e-05,
1176.5423030841487,0.340605,0.0,1.2530699999999998e-05,
1176.5750630841487,0.340605,0.0,1.3715899999999999e-05,
1176.6078330841488,0.340605,0.0,1.2324299999999998e-05,
1176.6733730841488,0.340605,0.0,1.22847e-05,
1176.7061430841488,0.340605,0.0,1.20792e-05,
1176.7389030841487,0.340605,0.0,1.2733399999999999e-05,
1176.7716730841487,0.340605,0.0,1.28106e-05,
1176.8044430841487,0.340605,0.0,1.19788e-05,
1176.9355130841489,0.340605,0.0,1.26257e-05,
1176.9682830841487,0.340605,0.0,1.18399e-05,
1177.0010530841487,0.340605,0.0,1.24876e-05,
1177.3287330841488,0.340605,0.0,1.1814299999999998e-05,
1177.3615030841488,0.340605,0.0,1.1536599999999999e-05,
1179.6388730841488,0.340604,0.0,1.05373e-05,
1179.7044130841487,0.340605,0.0,1.05059e-05,
1188.3879430841487,0.340605,0.0,8.993e-06,
1188.6500430841488,0.340606,0.0,8.956699999999998e-06,
1204.5097430841488,0.340606,0.0,8.04711e-06,
1205.0340430841488,0.340605,0.0,8.0254e-06,
1287.0854430841487,0.340605,0.0,6.793529999999999e-06,
1289.1824430841486,0.340605,0.0,6.776559999999999e-06,
