time, displacement, force
149.633056, 2.9359375e-07, -0.01588803059
149.66992, -1.186953125e-06, -0.01608792908
149.674016, -1.349140625e-06, -0.01610966936
149.97712, -1.387984375e-05, -0.017816602
149.981216, -1.404664063e-05, -0.01783916762
150.07952, -1.7781875e-05, -0.01832575875
150.083616, -1.793789063e-05, -0.01834611474
150.226976, -2.319164063e-05, -0.01901581072
150.231072, -2.334125e-05, -0.01903484994
150.308896, -2.638027344e-05, -0.01943624022
150.312992, -2.653886719e-05, -0.01945709362
150.38672, -2.957453125e-05, -0.01986888939
150.390816, -2.974332031e-05, -0.01989180023
150.595616, -3.845753906e-05, -0.02108927201
150.599712, -3.863074219e-05, -0.02111302265
150.69392, -4.240753906e-05, -0.02161643663
150.698016, -4.257214844e-05, -0.02163841521
150.824992, -4.740234375e-05, -0.02226337817
150.829088, -4.755375e-05, -0.02228264773
150.861856, -4.883011719e-05, -0.02245009735
150.865952, -4.898652344e-05, -0.02247038814
150.902816, -5.045429688e-05, -0.02266525298
150.906912, -5.061429688e-05, -0.0226862756
151.119904, -5.950167969e-05, -0.02389238078
151.124, -5.967628906e-05, -0.0239163666
151.218208, -6.352222656e-05, -0.02443255407
151.222304, -6.369023438e-05, -0.02445517394
151.296032, -6.650324219e-05, -0.02481874509
151.300128, -6.666207031e-05, -0.02483947761
151.447584, -7.202847656e-05, -0.02551343198
151.45168, -7.217550781e-05, -0.02553175139
151.545888, -7.579167969e-05, -0.02600127577
151.549984, -7.595128906e-05, -0.02602219666
151.627808, -7.915738281e-05, -0.0264552221
151.631904, -7.932679688e-05, -0.02647816515
151.832608, -8.789792969e-05, -0.02765551015
151.836704, -8.807292969e-05, -0.02767959877
151.939104, -9.222238281e-05, -0.02823460795
151.9432, -9.238835938e-05, -0.0282568291
152.08656, -9.790359375e-05, -0.02897322794
152.090656, -9.805796875e-05, -0.02899305702
152.143904, -0.0001001760156, -0.02927393999
152.148, -0.000100335625, -0.02929486573
152.4552, -0.0001130872266, -0.03102356048
152.459296, -0.0001132568359, -0.03104660429
152.553504, -0.0001168930469, -0.03152107865
152.5576, -0.0001170512109, -0.03154174443
152.709152, -0.0001225803906, -0.03223913695
152.713248, -0.0001227283984, -0.03225771709
152.725536, -0.0001231851172, -0.03231613763
152.729632, -0.0001233346875, -0.03233505187
152.807456, -0.0001263622266, -0.03273357403
152.811552, -0.0001265210156, -0.03275445113
152.889376, -0.0001297172656, -0.03318885328
152.893472, -0.0001298860547, -0.03321185827
153.094176, -0.0001383896094, -0.03438718875
153.098272, -0.0001385630078, -0.03441121306
153.176096, -0.0001416973828, -0.03483365303
153.180192, -0.0001418633984, -0.03485613323
153.327648, -0.0001474927344, -0.03559208347
153.331744, -0.0001476443359, -0.03561155202
153.409568, -0.0001507033594, -0.03601965342
153.413664, -0.0001508635547, -0.0360409842
153.552928, -0.0001567036719, -0.03685015836
153.557024, -0.0001568804688, -0.03687508895
153.712672, -0.0001632944531, -0.03775720857
153.716768, -0.0001634628516, -0.03778039756
153.819168, -0.0001674022266, -0.03830221555
153.823264, -0.0001675588281, -0.03832291312
153.966624, -0.0001727634375, -0.03898884655
153.97072, -0.0001729132031, -0.03900814757
154.064928, -0.0001766241016, -0.03950999641
154.069024, -0.0001767858984, -0.03953195018
154.126368, -0.0001791582031, -0.03986261064
154.130464, -0.0001793267969, -0.03988606733
154.35984, -0.0001890813672, -0.04126798529
154.363936, -0.0001892537891, -0.04129238446
154.433568, -0.0001920223828, -0.0416717856
154.437664, -0.0001921883984, -0.0416948245
154.540064, -0.0001961398047, -0.04222772036
154.54416, -0.0001962918359, -0.04224775352
154.58512, -0.0001978474219, -0.04245594857
154.589216, -0.0001980024219, -0.04247666202
154.66704, -0.0002010873047, -0.04290128561
154.671136, -0.0002012493359, -0.04292359487
154.875936, -0.0002098132813, -0.04414221934
154.880032, -0.0002099875, -0.04416734912
154.978336, -0.0002140012109, -0.0447336876
154.982432, -0.0002141683984, -0.04475732339
155.07664, -0.0002177500781, -0.04524288399
155.080736, -0.0002179058594, -0.04526404977
155.203616, -0.0002223831641, -0.04585655593
155.207712, -0.0002225303516, -0.04587589649
155.306016, -0.0002263124219, -0.04639667078
155.310112, -0.0002264710156, -0.04641864281
155.387936, -0.0002296621094, -0.04687638405
155.392032, -0.0002298308984, -0.04690070723
155.596832, -0.0002385207422, -0.0481750185
155.600928, -0.0002386941406, -0.04820053875
155.699232, -0.0002425854297, -0.04875242784
155.703328, -0.0002427494141, -0.04877589712
155.826208, -0.0002474255469, -0.04942592333
155.830304, -0.0002475777344, -0.0494468122
155.908128, -0.0002506499609, -0.04988546977
155.912224, -0.0002508107422, -0.04990839155
156.133408, -0.0002600484766, -0.05127651468
156.137504, -0.0002602226563, -0.05130271125
156.219424, -0.0002635687109, -0.05179542615
156.22352, -0.0002637365234, -0.05182023245
156.317728, -0.000267325, -0.05232889507
156.321824, -0.0002674817969, -0.05235124429
156.370976, -0.0002692693359, -0.05259789343
156.375072, -0.0002694213281, -0.05261917905
156.444704, -0.0002719317188, -0.05296454741
156.4488, -0.0002720792969, -0.05298487775
156.547104, -0.0002758675391, -0.05353129347
156.5512, -0.0002760269141, -0.05355447804
156.649504, -0.0002800736719, -0.05416365574
156.6536, -0.0002802440625, -0.05418952361
156.854304, -0.0002887740234, -0.05550275156
156.8584, -0.0002889460156, -0.05552920934
156.94032, -0.0002922410156, -0.05602477837
156.944416, -0.0002924066016, -0.05604981281
157.087776, -0.0002979267188, -0.05686303459
157.091872, -0.0002980813281, -0.0568856198
157.14512, -0.0003002048438, -0.05720669585
157.149216, -0.0003003646484, -0.05723058449
157.456416, -0.0003131198828, -0.05921629895
157.460512, -0.0003132896484, -0.05924294232
157.55472, -0.0003169135156, -0.05978891675
157.558816, -0.0003170717188, -0.05981287752
157.710368, -0.0003226016797, -0.060624181
157.714464, -0.0003227488672, -0.06064564896
157.784096, -0.0003254234766, -0.06105348086
157.788192, -0.0003255800391, -0.06107733305
157.870112, -0.0003289075781, -0.0616034188
157.874208, -0.000329074375, -0.0616298938
158.054432, -0.0003367582031, -0.06288352904
158.058528, -0.0003369357813, -0.06291291618
158.136352, -0.0003401428516, -0.06343069204
158.140448, -0.0003403120313, -0.06345810832
158.386208, -0.0003497676172, -0.06493918149
158.390304, -0.0003499262109, -0.06496430686
158.402592, -0.0003504308203, -0.06504696594
158.406688, -0.0003505910156, -0.06507251659
158.468128, -0.0003530746484, -0.06547668065
158.472224, -0.00035324125, -0.06550393853
158.656544, -0.0003610032813, -0.06680229851
158.66064, -0.0003611758594, -0.06683135182
158.734368, -0.000364156875, -0.06732327881
158.738464, -0.0003643224609, -0.06735066971
158.816288, -0.00036728, -0.06782399998
158.820384, -0.0003674367969, -0.06784926792
158.96784, -0.0003728398828, -0.06870098573
158.971936, -0.0003729892578, -0.06872457411
159.066144, -0.0003766560938, -0.06932830928
159.07024, -0.0003768175, -0.06935515467
159.123488, -0.0003790152344, -0.06973040344
159.127584, -0.0003791828125, -0.06975893921
159.35696, -0.000388918125, -0.07145668329
159.361056, -0.0003890903516, -0.07148682101
159.45936, -0.0003929924219, -0.07215117648
159.463456, -0.0003931570313, -0.07217948718
159.586336, -0.0003978575391, -0.07296902659
159.590432, -0.0003980123047, -0.07299494751
159.668256, -0.0004010961719, -0.07352666437
159.672352, -0.0004012581641, -0.07355464316
159.840288, -0.0004082884375, -0.07481051431
159.844384, -0.0004084634375, -0.07484228069
159.979552, -0.0004140072656, -0.075832078
159.983648, -0.0004141740625, -0.07586189605
160.077856, -0.0004177779688, -0.07648676635
160.081952, -0.0004179339453, -0.07651383254
160.17616, -0.0004213340625, -0.07708747645
160.180256, -0.0004214872656, -0.07711396602
