shear,shear_stress,time,torque,angle
-0.29866426458259454,-101.31666450058587,0,-1.0185462044200395e-05,-0.29866426458259454
-0.2912892857280662,-94.94952954389001,1,-9.54536782326054e-06,-0.2912892857280662
-0.2839143068735379,-88.62233882420905,2,-8.909289235010582e-06,-0.2839143068735379
-0.2765393280190096,-82.6271609728264,3,-8.306588220774806e-06,-0.2765393280190096
-0.2691643491644813,-77.19125159443901,4,-7.760111005775712e-06,-0.2691643491644813
-0.261789370309953,-72.09710820135815,5,-7.247991855054566e-06,-0.261789370309953
-0.2544143914554247,-67.43378371153685,6,-6.7791833443816705e-06,-0.2544143914554247
-0.2470394126008964,-63.10699634493315,7,-6.3442072354355175e-06,-0.2470394126008964
-0.2396644337463681,-58.83104926383225,8,-5.914342149447508e-06,-0.2396644337463681
-0.23228945489183978,-55.00204788325426,9,-5.529408945997619e-06,-0.23228945489183978
-0.22491447603731146,-51.36968916699579,10,-5.164244419335205e-06,-0.22491447603731146
-0.21753949718278315,-47.81004303934399,11,-4.806389759366876e-06,-0.21753949718278315
-0.21016451832825483,-44.71260474607874,12,-4.495001298980643e-06,-0.21016451832825483
-0.20278953947372655,-41.70040013483144,13,-4.1921814628909204e-06,-0.20278953947372655
-0.19541456061919824,-38.79600171232519,14,-3.9001994869791315e-06,-0.19541456061919824
-0.18803958176466995,-36.22921696721472,15,-3.642158139824398e-06,-0.18803958176466995
-0.18066460291014164,-33.72951635931979,16,-3.3908608257144254e-06,-0.18066460291014164
-0.17328962405561332,-31.357635609579447,17,-3.1524133652800153e-06,-0.17328962405561332
-0.165914645201085,-29.184248476712284,18,-2.9339206596793095e-06,-0.165914645201085
-0.1585396663465567,-27.051535471267844,19,-2.7195169633554804e-06,-0.1585396663465567
-0.15116468749202838,-25.07814033354347,20,-2.5211296460017297e-06,-0.15116468749202838
-0.1437897086375001,-23.233207575254426,21,-2.335656775607873e-06,-0.1437897086375001
-0.13641472978297178,-21.41964147128274,22,-2.1533372252386922e-06,-0.13641472978297178
-0.12903975092844347,-19.766376808977906,23,-1.987132933477525e-06,-0.12903975092844347
-0.12166477207391516,-18.18202096472713,24,-1.8278561116864753e-06,-0.12166477207391516
-0.11428979321938684,-16.624725276099312,25,-1.6712996734509487e-06,-0.11428979321938684
-0.10691481436485856,-15.23653316561776,26,-1.5317433810970236e-06,-0.10691481436485856
-0.09953983551033024,-13.878871244082847,27,-1.3952563180969378e-06,-0.09953983551033024
-0.09216485665580193,-12.556029958678211,28,-1.2622698072459784e-06,-0.09216485665580193
-0.08478987780127362,-11.348539374519591,29,-1.140879613694888e-06,-0.08478987780127362
-0.07741489894674533,-10.159956294863711,30,-1.0213902098155907e-06,-0.07741489894674533
-0.07003992009221702,-9.02746173657337,31,-9.075394391098194e-07,-0.07003992009221702
-0.0626649412376887,-7.986284683178986,32,-8.028689052848573e-07,-0.0626649412376887
-0.05528996238316039,-6.945507191989131,33,-6.982385398338601e-07,-0.05528996238316039
-0.047914983528632105,-5.920756733112765,34,-5.952193874060597e-07,-0.047914983528632105
-0.04054000467410379,-4.935885604273206,35,-4.962093425070183e-07,-0.04054000467410379
-0.03316502581957548,-3.958323624321757,36,-3.97934093398405e-07,-0.03316502581957548
-0.025790046965047164,-3.0372916334448603,37,-3.053418586380837e-07,-0.025790046965047164
-0.01841506811051885,-2.1416960032109857,38,-2.1530676575712816e-07,-0.01841506811051885
-0.011040089255990527,-1.2779743667142798,39,-1.284759962222608e-07,-0.011040089255990527
