stretch,normal_stress,time,force,displacement
0.8530567169710186,-519.3194455401964,0,-0.02610384247960649,-0.0005877731321159256
0.8566839829890126,-493.35341103603736,1,-0.024798647227748487,-0.0005732640680439496
0.8603112490070066,-462.7991308516708,2,-0.023262821593141605,-0.0005587550039719735
0.8639385150250007,-430.150323164162,3,-0.021621713523068905,-0.0005442459398999971
0.8675657810429948,-399.3904896412078,4,-0.02007555565072718,-0.0005297368758280209
0.8711930470609888,-369.69985491901184,5,-0.01858314157194848,-0.0005152278117560449
0.8748203130789828,-343.31074386552524,6,-0.0172566801732221,-0.0005007187476840689
0.8784475790969769,-317.9184730809018,7,-0.015980325431543124,-0.00048620968361209237
0.8820748451149709,-293.67134019893865,8,-0.014761531599021672,-0.00047170061954011634
0.8857021111329649,-272.3733229651753,9,-0.013690976487379757,-0.0004571915554681403
0.8893293771509589,-252.09981927675997,10,-0.012671919043378938,-0.0004426824913961642
0.8929566431689531,-233.50861193571902,11,-0.011737423036915275,-0.00042817342732418776
0.8965839091869471,-217.26977154315412,12,-0.01092116989003369,-0.0004136643632522117
0.9002111752049411,-201.06768923878383,13,-0.01010676440618942,-0.00039915529918023565
0.9038384412229351,-186.4259846970943,14,-0.009370792063402153,-0.00038464623510825956
0.9074657072409291,-173.0020458595454,15,-0.008696031301253637,-0.00037013717103628354
0.9110929732589232,-159.94048554723398,16,-0.008039485670508396,-0.000355628106964307
0.9147202392769173,-147.9274207944208,17,-0.007435643174915814,-0.000341119042892331
0.9183475052949113,-135.86161504945687,18,-0.00682914962790749,-0.0003266099788203549
0.9219747713129053,-123.94004577394135,19,-0.006229906196623949,-0.0003121009147483789
0.9256020373308994,-114.38640912966126,20,-0.005749688041476164,-0.00029759185067640236
0.9292293033488934,-105.59686477748845,21,-0.0053078773540331595,-0.00028308278660442633
0.9328565693668874,-97.25680724316408,22,-0.004888660338347565,-0.0002685737225324503
0.9364838353848814,-89.02462684887729,23,-0.004474865819152089,-0.0002540646584604742
0.9401111014028756,-80.93492905784757,24,-0.00406823325675112,-0.00023955559438849772
0.9437383674208696,-72.95428353669368,25,-0.003667082259308538,-0.00022504653031652167
0.9473656334388636,-66.1346689966195,26,-0.0033242910442779594,-0.0002105374662445456
0.9509928994568576,-59.316786141322545,27,-0.002981586873218172,-0.00019602840217256955
0.9546201654748516,-53.35654666597723,28,-0.00268199256042808,-0.00018151933810059352
0.9582474314928457,-47.820534877239126,29,-0.0024037222569771024,-0.000167010274028617
0.9618746975108398,-42.50299119110827,30,-0.0021364333581052387,-0.00015250120995664095
0.9655019635288338,-37.391136277309855,31,-0.0018794835046107429,-0.00013799214588466492
0.9691292295468278,-33.15381444959438,32,-0.0016664924786131971,-0.00012348308181268886
0.9727564955648219,-28.917049223154493,33,-0.0014535294304473052,-0.00010897401774071236
0.9763837615828159,-24.266144886044593,34,-0.0012197494800790915,-9.44649536687363e-05
0.9800110276008099,-20.30929135352172,35,-0.0010208563282534165,-7.995588959676026e-05
0.983638293618804,-16.222850787305006,36,-0.0008154494216588927,-6.54468255247842e-05
0.9872655596367981,-12.310894606618596,37,-0.000618813056884339,-5.0937761452807705e-05
0.9908928256547921,-8.179232484394179,38,-0.0004111330669596119,-3.6428697380831655e-05
0.9945200916727861,-4.282964923459442,39,-0.00021528529822596723,-2.1919633308855602e-05
