time, displacement, force
149.633056, 2.9359375e-07, -0.00285963055
149.66992, -1.186953125e-06, -0.002998891194
149.674016, -1.349140625e-06, -0.003013947683
149.97712, -1.387984375e-05, -0.004207013086
149.981216, -1.404664063e-05, -0.004222660146
150.07952, -1.7781875e-05, -0.004551868626
150.083616, -1.793789063e-05, -0.004565650312
150.226976, -2.319164063e-05, -0.005016026095
150.231072, -2.334125e-05, -0.005028803124
150.308896, -2.638027344e-05, -0.005306529789
150.312992, -2.653886719e-05, -0.005320902474
150.38672, -2.957453125e-05, -0.005610769494
150.390816, -2.974332031e-05, -0.005626893043
150.595616, -3.845753906e-05, -0.006470176399
150.599712, -3.863074219e-05, -0.006486848305
150.69392, -4.240753906e-05, -0.00683299867
150.698016, -4.257214844e-05, -0.006848121626
150.824992, -4.740234375e-05, -0.007270539458
150.829088, -4.755375e-05, -0.007283383783
150.861856, -4.883011719e-05, -0.007397859388
150.865952, -4.898652344e-05, -0.007411609567
150.902816, -5.045429688e-05, -0.007546085805
150.906912, -5.061429688e-05, -0.007560476752
151.119904, -5.950167969e-05, -0.008402062216
151.124, -5.967628906e-05, -0.008418923987
151.218208, -6.352222656e-05, -0.008775420163
151.222304, -6.369023438e-05, -0.008791069548
151.296032, -6.650324219e-05, -0.00903570807
151.300128, -6.666207031e-05, -0.009049765077
151.447584, -7.202847656e-05, -0.009499138868
151.45168, -7.217550781e-05, -0.009511271573
151.545888, -7.579167969e-05, -0.009833397369
151.549984, -7.595128906e-05, -0.009847844156
151.627808, -7.915738281e-05, -0.01015256796
151.631904, -7.932679688e-05, -0.0101687343
151.832608, -8.789792969e-05, -0.01099887816
151.836704, -8.807292969e-05, -0.01101586757
151.939104, -9.222238281e-05, -0.01139924244
151.9432, -9.238835938e-05, -0.01141459463
152.08656, -9.790359375e-05, -0.01190156836
152.090656, -9.805796875e-05, -0.01191492529
152.143904, -0.0001001760156, -0.01210890201
152.148, -0.000100335625, -0.01212322912
152.4552, -0.0001130872266, -0.01333000844
152.459296, -0.0001132568359, -0.01334609787
152.553504, -0.0001168930469, -0.0136690405
152.5576, -0.0001170512109, -0.01368311804
152.709152, -0.0001225803906, -0.01415238799
152.713248, -0.0001227283984, -0.01416484463
152.725536, -0.0001231851172, -0.01420460385
152.729632, -0.0001233346875, -0.01421737177
152.807456, -0.0001263622266, -0.01449479954
152.811552, -0.0001265210156, -0.0145093186
152.889376, -0.0001297172656, -0.01481764665
152.893472, -0.0001298860547, -0.01483400113
153.094176, -0.0001383896094, -0.01567055742
153.098272, -0.0001385630078, -0.01568767173
153.176096, -0.0001416973828, -0.01598308625
153.180192, -0.0001418633984, -0.01599885621
153.327648, -0.0001474927344, -0.01650632038
153.331744, -0.0001476443359, -0.01651957118
153.409568, -0.0001507033594, -0.01680547458
153.413664, -0.0001508635547, -0.01682039868
153.552928, -0.0001567036719, -0.01739912977
153.557024, -0.0001568804688, -0.01741715557
153.712672, -0.0001632944531, -0.01804356454
153.716768, -0.0001634628516, -0.01806003912
153.819168, -0.0001674022266, -0.01842287776
153.823264, -0.0001675588281, -0.01843724769
153.966624, -0.0001727634375, -0.0188957531
153.97072, -0.0001729132031, -0.01890911122
154.064928, -0.0001766241016, -0.01926801723
154.069024, -0.0001767858984, -0.01928374962
154.126368, -0.0001791582031, -0.01952421445
154.130464, -0.0001793267969, -0.01954125117
154.35984, -0.0001890813672, -0.02054707076
154.363936, -0.0001892537891, -0.02056481056
154.433568, -0.0001920223828, -0.02083546496
154.437664, -0.0001921883984, -0.02085203337
154.540064, -0.0001961398047, -0.02123004111
154.54416, -0.0001962918359, -0.02124403782
154.58512, -0.0001978474219, -0.02139139994
154.589216, -0.0001980024219, -0.02140605025
154.66704, -0.0002010873047, -0.02171249349
154.671136, -0.0002012493359, -0.02172859839
154.875936, -0.0002098132813, -0.02262176124
154.880032, -0.0002099875, -0.02264032527
154.978336, -0.0002140012109, -0.02305320957
154.982432, -0.0002141683984, -0.02307046095
155.07664, -0.0002177500781, -0.02341777103
155.080736, -0.0002179058594, -0.02343293582
155.203616, -0.0002223831641, -0.02385551609
155.207712, -0.0002225303516, -0.02386925712
155.306016, -0.0002263124219, -0.02425113581
155.310112, -0.0002264710156, -0.02426730701
155.387936, -0.0002296621094, -0.02461012698
155.392032, -0.0002298308984, -0.02462838812
155.596832, -0.0002385207422, -0.02558709635
155.600928, -0.0002386941406, -0.025606335
155.699232, -0.0002425854297, -0.02601481842
155.703328, -0.0002427494141, -0.02603228117
155.826208, -0.0002474255469, -0.02651125341
155.830304, -0.0002475777344, -0.02652654221
155.908128, -0.0002506499609, -0.02685522655
155.912224, -0.0002508107422, -0.02687239151
156.133408, -0.0002600484766, -0.02791289149
156.137504, -0.0002602226563, -0.02793297797
156.219424, -0.0002635687109, -0.0283066534
156.22352, -0.0002637365234, -0.02832550703
156.317728, -0.000267325, -0.02870557778
156.321824, -0.0002674817969, -0.02872233385
156.370976, -0.0002692693359, -0.02890492114
156.375072, -0.0002694213281, -0.02892081253
156.444704, -0.0002719317188, -0.02917805878
156.4488, -0.0002720792969, -0.0291932216
156.547104, -0.0002758675391, -0.02961166257
156.5512, -0.0002760269141, -0.0296294958
156.649504, -0.0002800736719, -0.03010457519
156.6536, -0.0002802440625, -0.03012482989
156.854304, -0.0002887740234, -0.0311529235
156.8584, -0.0002889460156, -0.03117363785
156.94032, -0.0002922410156, -0.0315578705
156.944416, -0.0002924066016, -0.03157733393
157.087776, -0.0002979267188, -0.03220573338
157.091872, -0.0002980813281, -0.03222312741
157.14512, -0.0003002048438, -0.03247460439
157.149216, -0.0003003646484, -0.03249322281
157.456416, -0.0003131198828, -0.03406478651
157.460512, -0.0003132896484, -0.03408596861
157.55472, -0.0003169135156, -0.03451410696
157.558816, -0.0003170717188, -0.03453295076
157.710368, -0.0003226016797, -0.03517006782
157.714464, -0.0003227488672, -0.03518690209
157.784096, -0.0003254234766, -0.03551351101
157.788192, -0.0003255800391, -0.03553261474
157.870112, -0.0003289075781, -0.03595981007
157.874208, -0.000329074375, -0.0359813476
158.054432, -0.0003367582031, -0.03700598992
158.058528, -0.0003369357813, -0.03703015366
158.136352, -0.0003401428516, -0.03745173768
158.140448, -0.0003403120313, -0.03747409996
158.386208, -0.0003497676172, -0.0386780036
158.390304, -0.0003499262109, -0.03869854108
158.402592, -0.0003504308203, -0.03876692341
158.406688, -0.0003505910156, -0.038787862
158.468128, -0.0003530746484, -0.0391215642
158.472224, -0.00035324125, -0.03914411956
158.656544, -0.0003610032813, -0.04022341921
158.66064, -0.0003611758594, -0.04024764518
158.734368, -0.000364156875, -0.04065528519
158.738464, -0.0003643224609, -0.04067801171
158.816288, -0.00036728, -0.0410677417
158.820384, -0.0003674367969, -0.04108861106
158.96784, -0.0003728398828, -0.04179432608
158.971936, -0.0003729892578, -0.04181390543
159.066144, -0.0003766560938, -0.04232301091
159.07024, -0.0003768175, -0.04234573255
159.123488, -0.0003790152344, -0.04266559225
159.127584, -0.0003791828125, -0.04268990313
159.35696, -0.000388918125, -0.04413948687
159.361056, -0.0003890903516, -0.04416527817
159.45936, -0.0003929924219, -0.04473030181
159.463456, -0.0003931570313, -0.04475446937
159.586336, -0.0003978575391, -0.04542732194
159.590432, -0.0003980123047, -0.0454494145
159.668256, -0.0004010961719, -0.04590713772
159.672352, -0.0004012581641, -0.0459312483
159.840288, -0.0004082884375, -0.04702159952
159.844384, -0.0004084634375, -0.04704932631
159.979552, -0.0004140072656, -0.04790987313
159.983648, -0.0004141740625, -0.0479358292
160.077856, -0.0004177779688, -0.04847760961
160.081952, -0.0004179339453, -0.04850110114
160.17616, -0.0004213340625, -0.04899911766
160.180256, -0.0004214872656, -0.04902227851
160.225312, -0.0004231501953, -0.0492724839
160.229408, -0.0004232997656, -0.04929487226
160.307232, -0.0004263191797, -0.04976899543
160.311328, -0.0004264779688, -0.04979402027
160.385056, -0.0004295092188, -0.05029082948
160.389152, -0.0004296777734, -0.05031857815
