time,angle,torque,displacement,force
1050.617888,9.39550535464062e-05,1.7695681583146855e-06,0.0,
1051.580448,0.0444294750398091,3.3182333187825905e-06,0.0,
1051.584544,0.044618781867385,3.325361984730841e-06,0.0,
1052.125216,0.0690585126719176,4.282142354872592e-06,0.0,
1052.129312,0.0692432016175402,4.288884254380686e-06,0.0,
1052.686368,0.0938049608624442,5.348898857826561e-06,0.0,
1052.690464,0.0939831979761623,5.354455671981279e-06,0.0,
1052.846112,0.100701905348445,5.654945489279623e-06,0.0,
1052.850208,0.100876448046882,5.662532414384998e-06,0.0,
1053.259808,0.118211253670247,6.5371137561489355e-06,0.0,
1053.263904,0.118381341510599,6.543517268976186e-06,0.0,
1053.86192,0.142627939318267,7.88861154166903e-06,0.0,
1053.866016,0.142790100065848,7.896615300492185e-06,0.0,
1054.341152,0.161021640561043,9.008811176275967e-06,0.0,
1054.345248,0.161175020420628,9.017921215242842e-06,0.0,
1054.849056,0.179360152418241,1.0245050988111832e-05,0.0,
1054.853152,0.179503546128674,1.025591210946224e-05,0.0,
1055.39792,0.197705616242264,1.1604381164837987e-05,0.0,
1055.402016,0.197837078031837,1.1614263114090642e-05,0.0,
1056.008224,0.21612247135461,1.312995682195311e-05,0.0,
1056.01232,0.216239285682714,1.3139823122182955e-05,0.0,
1056.581664,0.231359273984149,1.444118399870539e-05,0.0,
1056.58576,0.231461892526562,1.4450048441764017e-05,0.0,
1057.114144,0.243616537180804,1.555097243218509e-05,0.0,
1057.11824,0.243704301990382,1.5559499245773653e-05,0.0,
1057.20016,0.245412555326749,1.5761824211717716e-05,0.0,
1057.204256,0.24549700900543,1.5770154604829623e-05,0.0,
1057.601568,0.25315949428759,1.6466854961013184e-05,0.0,
1057.605664,0.253231836380856,1.647548678170828e-05,0.0,
1058.170912,0.26216803373391,1.7284461398213624e-05,0.0,
1058.175008,0.262224820808263,1.7288926302402564e-05,0.0,
1058.6952,0.268392663121492,1.777271744120709e-05,0.0,
1058.699296,0.268433152197707,1.7774529641317965e-05,0.0,
1058.916384,0.270409678453924,1.792326209835459e-05,0.0,
1058.92048,0.270442879640883,1.7925399418332652e-05,0.0,
1059.252256,0.272765470735065,1.803298207998065e-05,0.0,
1059.256352,0.272789506012428,1.803312858704568e-05,0.0,
1059.55536,0.274166667562875,1.802138467571268e-05,0.0,
1059.559456,0.274181937678605,1.802094086846418e-05,0.0,
1059.86256,0.274874227178272,1.792452054901921e-05,0.0,
1059.866656,0.274879100979355,1.7921977741465865e-05,0.0,
1060.010016,0.27495898971541,1.784208713145271e-05,0.0,
1060.014112,0.2749595912488,1.7839567206088023e-05,0.0,
1060.165664,0.274870363338857,1.7729863015311557e-05,0.0,
1060.16976,0.274866412730149,1.7726465884093307e-05,0.0,
1060.47696,0.274139563176029,1.7438095033041374e-05,0.0,
1060.481056,0.274125352121137,1.7433597499077373e-05,0.0,
1060.792352,0.272652737763921,1.7033905293000745e-05,0.0,
1060.796448,0.272628836343509,1.7028758105840247e-05,0.0,
1061.103648,0.270447484173714,1.6540263303470154e-05,0.0,
1061.107744,0.270414627960988,1.65334714064159e-05,0.0,
1061.414944,0.267512552112673,1.5983304968602122e-05,0.0,
1061.41904,0.267470687802575,1.597606067296181e-05,0.0,
1061.472288,0.266900930535494,1.5884648242739715e-05,0.0,
1061.476384,0.266855463151026,1.58773105457505e-05,0.0,
1061.701664,0.264178392974581,1.5397161641284496e-05,0.0,
1061.70576,0.264127397042016,1.5390319225049996e-05,0.0,
1062.250528,0.25612678370649,1.4118766922084337e-05,0.0,
1062.254624,0.256057349527485,1.4110375442495053e-05,0.0,
1062.574112,0.250363674251756,1.3302007556152209e-05,0.0,
1062.578208,0.250286601266159,1.3293294985537866e-05,0.0,
1062.897696,0.24386773867632,1.2455999200238329e-05,0.0,
1062.901792,0.243780354042428,1.2444913639208517e-05,0.0,
1063.172128,0.237795089410572,1.1718154322699329e-05,0.0,
1063.176224,0.237700955241064,1.1705191338066173e-05,0.0,
1063.54896,0.228628423943136,1.0648665995554114e-05,0.0,
1063.553056,0.228525298774106,1.063577847238396e-05,0.0,
1063.888928,0.219596349445806,9.740852850483558e-06,0.0,
1063.893024,0.219484478315934,9.727989546039182e-06,0.0,
1064.212512,0.210309796152031,8.828651779512466e-06,0.0,
1064.216608,0.210189165255034,8.817161627541092e-06,0.0,
1064.79824,0.191960550320541,7.27579690448428e-06,0.0,
1064.802336,0.191825714860349,7.26675780535031e-06,0.0,
1065.424928,0.170275028417905,5.680256673103029e-06,0.0,
1065.429024,0.170128611314162,5.669884916647874e-06,0.0,
1066.076192,0.145715371385449,4.2027216458318415e-06,0.0,
1066.080288,0.145556646665346,4.191429327797248e-06,0.0,
1066.407968,0.132502223630848,3.4950339376548727e-06,0.0,
1066.412064,0.132335257473576,3.4858331680094975e-06,0.0,
1066.690592,0.12092012136431,2.947953241947654e-06,0.0,
1066.694688,0.120750529544423,2.937438283712623e-06,0.0,
1067.264032,0.0965957258782897,1.8724891683743415e-06,0.0,
1067.268128,0.0964190347026397,1.86417563101481e-06,0.0,
1067.960352,0.065856739064368,6.716807706262493e-07,0.0,
1067.964448,0.0656736654539625,6.650685945461244e-07,0.0,
1068.644384,0.0347565723660066,-4.096427321837815e-07,0.0,
1068.64848,0.034569152793438,-4.1394805239768774e-07,0.0,
1069.393952,0.000112071275272344,-1.536506429838186e-06,0.0,
1069.398048,-7.84018632804688e-05,-1.5413957398527173e-06,0.0,
1070.458912,-0.0489835527608075,-3.133649553847311e-06,0.0,
1070.463008,-0.0491715100469897,-3.1402368429330915e-06,0.0,
1071.421472,-0.0920724879211088,-4.824524651432062e-06,0.0,
1071.425568,-0.0922520272142666,-4.832942871379218e-06,0.0,
1071.982624,-0.116159051057485,-5.909602176930372e-06,0.0,
1071.98672,-0.116333061071086,-5.919548719868435e-06,0.0,
1072.441376,-0.135102753323667,-6.871618650009091e-06,0.0,
1072.445472,-0.135267577861151,-6.881989738195685e-06,0.0,
1072.90832,-0.153567971117077,-7.886129907131436e-06,0.0,
1072.912416,-0.153725463603484,-7.897264545035249e-06,0.0,
1073.48176,-0.174952736291073,-9.178818325980186e-06,0.0,
1073.485856,-0.175100884209084,-9.185851290101062e-06,0.0,
1074.079776,-0.195566172635821,-1.0532270982141555e-05,0.0,
1074.083872,-0.195703813788914,-1.0539617361814397e-05,0.0,
1074.579488,-0.211293730324392,-1.1678213898697488e-05,0.0,
1074.583584,-0.211418080323404,-1.1687295586731176e-05,0.0,
1075.111968,-0.226467035842735,-1.2839029629707525e-05,0.0,
1075.116064,-0.226577808595861,-1.2848404913601463e-05,0.0,
1075.607584,-0.23898393489432,-1.384927386705842e-05,0.0,
1075.61168,-0.239081422345035,-1.3856812448462138e-05,0.0,
1076.152352,-0.250872268309647,-1.4840392527381086e-05,0.0,
1076.156448,-0.250955514167067,-1.4845170856737366e-05,0.0,
1076.652064,-0.25997496633791,-1.5606272533134927e-05,0.0,
1076.65616,-0.26004346205534,-1.561091088907349e-05,0.0,
1077.135392,-0.267092088502302,-1.6186500767809968e-05,0.0,
1077.139488,-0.267145238489453,-1.618974155062687e-05,0.0,
1077.553184,-0.271865657884815,-1.6547392253071966e-05,0.0,
1077.55728,-0.2719057217092,-1.654965307533037e-05,0.0,
1077.622816,-0.272535874153783,-1.6576649966602683e-05,0.0,
1077.626912,-0.272574377868086,-1.6578278195743683e-05,0.0,
