time,angle,torque,displacement,force
249.57136,0.0,,-1.4296875000168256e-08,6.628270566309103e-05
249.608224,0.0,,-7.171875000018882e-08,-3.322671203575632e-06
249.61232,0.0,,-8.023437500019083e-08,-9.006559303575631e-06
249.640992,0.0,,-2.1281250000020416e-07,-3.6612199270242296e-05
249.645088,0.0,,-2.3632812500020382e-07,-3.9587657470242304e-05
249.681952,0.0,,-5.727734375002117e-07,-6.93040925702423e-05
249.686048,0.0,,-6.18281250000215e-07,-8.044298737024229e-05
249.722912,0.0,,-1.246171875000238e-06,-0.00012246815553690896
249.727008,0.0,,-1.3300781250002394e-06,-0.00011823384963690897
249.763872,0.0,,-2.361328125000243e-06,-0.00013810838453690897
249.767968,0.0,,-2.4908593750002425e-06,-0.00014164333060357563
249.804832,0.0,,-3.905781250000233e-06,-0.00019546860650357563
249.808928,0.0,,-4.076171875000232e-06,-0.00018460945563690897
249.8376,0.0,,-5.4307031250002115e-06,-0.0002143386063702423
249.841696,0.0,,-5.6355078125002115e-06,-0.00020548852557024228
249.845792,0.0,,-5.840312500000212e-06,-0.00021545758210357564
249.886752,0.0,,-8.097343750000192e-06,-0.00026274702247024227
249.890848,0.0,,-8.33253906250019e-06,-0.00027497946173690897
249.927712,0.0,,-1.0688945312500161e-05,-0.00031078668520357564
249.931808,0.0,,-1.0958320312500157e-05,-0.00031241428627024233
249.964576,0.0,,-1.3347421875000145e-05,-0.00035737676573690895
249.968672,0.0,,-1.3656210937500142e-05,-0.00036423049210357566
250.005536,0.0,,-1.6761953125000133e-05,-0.0004334671156035756
250.009632,0.0,,-1.7114140625000135e-05,-0.00044617003330357563
250.0424,0.0,,-2.014957031250013e-05,-0.0004965239413035757
250.046496,0.0,,-2.0533359375000134e-05,-0.000494705605736909
250.132512,0.0,,-2.902000000000015e-05,-0.0006184287180702422
250.136608,0.0,,-2.9435585937500148e-05,-0.000631195213936909
250.222624,0.0,,-3.780664062500016e-05,-0.0008021441884702423
250.22672,0.0,,-3.8200820312500165e-05,-0.0008193865872702423
250.263584,0.0,,-4.1922148437500155e-05,-0.0009132152456369089
250.26768,0.0,,-4.2333945312500156e-05,-0.0009278763708702422
250.374176,0.0,,-5.337000000000019e-05,-0.0012363322042702424
250.378272,0.0,,-5.3794375000000196e-05,-0.001256956961536909
250.480672,0.0,,-6.371343750000017e-05,-0.0015600340820369088
250.484768,0.0,,-6.410179687500018e-05,-0.0015559396481035757
250.488864,0.0,,-6.449015625000018e-05,-0.0015683628218702422
250.591264,0.0,,-7.490976562500014e-05,-0.0019609325697702426
250.59536,0.0,,-7.533636718750013e-05,-0.0019762803392035753
250.722336,0.0,,-8.782800781250009e-05,-0.0025042715821035756
250.726432,0.0,,-8.82242187500001e-05,-0.002522175193836909
250.787872,0.0,,-9.45292578125001e-05,-0.0027989818158702423
250.791968,0.0,,-9.494644531250009e-05,-0.002823472125670242
250.853408,0.0,,-0.0001013755468750001,-0.0030183519221369088
250.857504,0.0,,-0.00010180773437500008,-0.003031207427436909
250.894368,0.0,,-0.00010552640625000012,-0.0032067085987035754
250.898464,0.0,,-0.0001059446093750001,-0.003223594959770242
250.98448,0.0,,-0.00011417519531250014,-0.0036096415877702424
250.988576,0.0,,-0.00011456457031250014,-0.0036250402197369087
251.00496,0.0,,-0.00011620703125000014,-0.0036938317960702417
251.009056,0.0,,-0.00011660519531250014,-0.003705466600570242
251.111456,0.0,,-0.00012699222656250013,-0.004314113105703576
251.115552,0.0,,-0.00012741218750000015,-0.004332461764603575
251.226144,0.0,,-0.00013813035156250015,-0.004941489738736909
251.23024,0.0,,-0.00013852355468750016,-0.004958465109236908
251.267104,0.0,,-0.00014225281250000016,-0.005168527371903575
251.2712,0.0,,-0.00014266417968750015,-0.005195548092736909
251.377696,0.0,,-0.00015364593750000015,-0.005842646673070242
251.381792,0.0,,-0.00015406953125000019,-0.005857066201270242
251.41456,0.0,,-0.00015729601562500017,-0.006054425546236909
251.418656,0.0,,-0.00015770363281250019,-0.006074338228036908
251.504672,0.0,,-0.00016598773437500016,-0.006580000818803575
251.508768,0.0,,-0.00016638531250000017,-0.0066005238510035745
251.615264,0.0,,-0.00017722515625000015,-0.007261368030970242
251.61936,0.0,,-0.00017764816406250016,-0.007288376036170241
251.725856,0.0,,-0.00018803746093750017,-0.007986502453070242
251.729952,0.0,,-0.00018843386718750017,-0.008004609514936908
251.766816,0.0,,-0.00019219234375000016,-0.008258426271903575
251.770912,0.0,,-0.00019260613281250015,-0.008283755813503576
251.873312,0.0,,-0.00020327824218750016,-0.008999200923003575
251.877408,0.0,,-0.00020370402343750015,-0.009033851023836909
251.914272,0.0,,-0.00020735863281250014,-0.009304198104136907
251.918368,0.0,,-0.00020776863281250012,-0.009325992699670242
251.983904,0.0,,-0.0002140939453125001,-0.009742531416403575
251.988,0.0,,-0.00021448335937500015,-0.009761630297670243
252.114976,0.0,,-0.00022737195312500012,-0.010693037723703575
252.119072,0.0,,-0.0002277925390625001,-0.010723377224836909
252.225568,0.0,,-0.0002381973437500001,-0.011555081369903575
252.229664,0.0,,-0.0002385905468750001,-0.011579088485636909
252.266528,0.0,,-0.0002423328515625001,-0.011841462863836909
252.270624,0.0,,-0.0002427438281250001,-0.011872895909436909
252.332064,0.0,,-0.00024912812500000014,-0.012354831128403576
252.33616,0.0,,-0.0002495617187500001,-0.01238963381683691
252.373024,0.0,,-0.0002533107031250001,-0.012658366011703575
252.37712,0.0,,-0.0002537342968750001,-0.012698814441336909
252.43856,0.0,,-0.00025968750000000015,-0.013183839559203575
252.442656,0.0,,-0.0002600907031250001,-0.013204667766603576
252.504096,0.0,,-0.0002659769140625001,-0.013709885310203578
252.508192,0.0,,-0.0002663751171875001,-0.013742335606470245
252.610592,0.0,,-0.00027674828125000007,-0.014620070344203576
252.614688,0.0,,-0.0002771708984375001,-0.014658013794070243
252.72528,0.0,,-0.00028793933593750006,-0.01567606554563691
252.729376,0.0,,-0.0002883357421875001,-0.01570946951440358
252.76624,0.0,,-0.00029208253906250014,-0.016037087807236908
252.770336,0.0,,-0.0002924965234375001,-0.016077955852770245
252.856352,0.0,,-0.00030151203125000013,-0.01690635393317024
252.860448,0.0,,-0.00030194421875000016,-0.016945772396503578
252.897312,0.0,,-0.0003056768359375002,-0.01733354835063691
252.901408,0.0,,-0.00030609460937500014,-0.01737670521017024
252.983328,0.0,,-0.00031397441406250023,-0.01821611502903691
252.987424,0.0,,-0.0003143641796875002,-0.018259348182370242
253.016096,0.0,,-0.00031723003906250025,-0.018558661475403575
253.020192,0.0,,-0.00031763480468750024,-0.018589395161170242
253.024288,0.0,,-0.00031803957031250024,-0.018635196872436907
253.028384,0.0,,-0.0003184443359375002,-0.018679536285870244
253.1144,0.0,,-0.0003272624609375002,-0.019664870712870243
253.118496,0.0,,-0.00032768324218750025,-0.01972869047657024
253.245472,0.0,,-0.00034004222656250013,-0.02128036649660358
253.249568,0.0,,-0.00034044441406250013,-0.021336315283270242
253.376544,0.0,,-0.0003535001171875002,-0.02293393288653691
253.38064,0.0,,-0.0003539237109375002,-0.022977089746070243
253.433888,0.0,,-0.0003591241015625001,-0.023652531473103578
253.437984,0.0,,-0.0003595273046875002,-0.023701308642570244
253.44208,0.0,,-0.0003599082812500001,-0.023749310158403578
253.466656,0.0,,-0.0003622185937500002,-0.02411334602510358
253.470752,0.0,,-0.00036260039062500015,-0.02417425390877024
253.507616,0.0,,-0.00036620601562500015,-0.024677297079070244
253.511712,0.0,,-0.0003666028125000001,-0.024748530057003577
253.638688,0.0,,-0.00037946960937500023,-0.02658348495643691
253.642784,0.0,,-0.00037988660156250013,-0.026636178540970244
253.724704,0.0,,-0.0003878823046875002,-0.027899883612903575
253.7288,0.0,,-0.0003882781250000002,-0.027957243834870246
253.745184,0.0,,-0.0003899298437500001,-0.028197899911336907
253.74928,0.0,,-0.00039033507812500013,-0.028261999418970247
253.818912,0.0,,-0.00039764796875000014,-0.029415930428336914
253.823008,0.0,,-0.0003980865625000001,-0.029491283271470242
253.876256,0.0,,-0.0004035855078125001,-0.03037640579217024
253.880352,0.0,,-0.0004040113281250001,-0.030445426249903575
253.917216,0.0,,-0.0004076505468750001,-0.03105819262023691
253.921312,0.0,,-0.00040806054687500017,-0.031116760827370242
254.007328,0.0,,-0.0004163964843750001,-0.03257970715800358
254.011424,0.0,,-0.00041679570312500003,-0.032657183511903574
254.134304,0.0,,-0.0004292689843750001,-0.034678740330503575
254.1384,0.0,,-0.00042968437500000013,-0.03475722121943691
254.224416,0.0,,-0.00043798003906250007,-0.03621252545443691
254.228512,0.0,,-0.0004383724609375001,-0.03628064310220357
254.355488,0.0,,-0.0004512972265625002,-0.038424104697570245
254.359584,0.0,,-0.0004517178515625002,-0.03849470189383691
254.396448,0.0,,-0.0004552781640625001,-0.039087402994770246
254.400544,0.0,,-0.0004556777734375001,-0.03916369679477024
254.453792,0.0,,-0.00046052503906250013,-0.03998900497627023
254.457888,0.0,,-0.00046089542968750016,-0.0400730298813369
254.552096,0.0,,-0.0004690850781250001,-0.04150838328763691
254.556192,0.0,,-0.0004694507031250001,-0.041587627114570244
