time,angle,torque,displacement,force
12.978208,0.0,,-1.774296875000094e-06,-0.0010714740181035755
12.9864,0.0,,-1.9424218750000975e-06,-0.0010810361743702423
12.990496,0.0,,-2.026484375000099e-06,-0.0010940569829035755
13.02736,0.0,,-2.8958984375001194e-06,-0.0011602418544035757
13.031456,0.0,,-2.9987500000001193e-06,-0.0011642727101702423
13.06832,0.0,,-4.029648437500139e-06,-0.0012575418806702423
13.072416,0.0,,-4.149921875000141e-06,-0.001268668059836909
13.12976,0.0,,-6.033828125000147e-06,-0.0014041404173702422
13.133856,0.0,,-6.176875000000149e-06,-0.0014209377690035756
13.17072,0.0,,-7.5726953125001716e-06,-0.0015516926265702422
13.174816,0.0,,-7.731171875000175e-06,-0.0015717706116035756
13.281312,0.0,,-1.2148750000000162e-05,-0.0017960870992369089
13.285408,0.0,,-1.2321757812500163e-05,-0.0018211750438035757
13.338656,0.0,,-1.4453046875000184e-05,-0.0020232900356369093
13.342752,0.0,,-1.4618828125000185e-05,-0.0020288213361369088
13.43696,0.0,,-1.8137812500000158e-05,-0.002376212438803576
13.441056,0.0,,-1.8291210937500158e-05,-0.0023764158889369087
13.568032,0.0,,-2.2855664062500173e-05,-0.0027168261089035753
13.572128,0.0,,-2.3003437500000173e-05,-0.0027208315334035756
13.629472,0.0,,-2.5197460937500157e-05,-0.002859317496036909
13.633568,0.0,,-2.5352460937500158e-05,-0.0028782892209702417
13.731872,0.0,,-2.9362578125000154e-05,-0.003122035196336909
13.735968,0.0,,-2.9531796875000156e-05,-0.0031399133768035756
13.961248,0.0,,-3.918660156250017e-05,-0.0038317455552035755
13.965344,0.0,,-3.9360625000000175e-05,-0.003839718257303576
14.055456,0.0,,-4.297394531250016e-05,-0.004106886429270242
14.059552,0.0,,-4.3138945312500166e-05,-0.004107573073470243
14.170144,0.0,,-4.736390625000016e-05,-0.004337471724136909
14.17424,0.0,,-4.7516523437500155e-05,-0.004351255470670242
14.252064,0.0,,-5.057554687500014e-05,-0.004518555058436909
14.25616,0.0,,-5.073617187500014e-05,-0.004525841116336908
14.436384,0.0,,-5.822675781250013e-05,-0.005092398875136909
14.44048,0.0,,-5.840035156250012e-05,-0.005100613174270243
14.559264,0.0,,-6.324722656250012e-05,-0.005459486493836908
14.56336,0.0,,-6.341425781250011e-05,-0.005470371075970242
14.616608,0.0,,-6.54591406250001e-05,-0.005617033190836908
14.620704,0.0,,-6.56173437500001e-05,-0.005624090367336909
14.661664,0.0,,-6.713476562500011e-05,-0.005786850474003576
14.66576,0.0,,-6.728933593750012e-05,-0.005794390844570243
14.80912,0.0,,-7.246957031250013e-05,-0.006279479540603576
14.813216,0.0,,-7.261695312500012e-05,-0.006299621103803575
14.907424,0.0,,-7.627800781250015e-05,-0.006597968008703575
14.91152,0.0,,-7.643839843750016e-05,-0.006594572934603575
