time,angle,torque,displacement,force
899.373088,0.0,,3.136718749998865e-07,-0.003285278497070242
899.450912,0.0,,1.9374999999992488e-07,-0.0032421725000702424
899.455008,0.0,,1.8749999999992732e-07,-0.003236984521670242
899.573792,0.0,,6.249999999997577e-09,-0.0032580161792035755
899.577888,0.0,,0.0,-0.0032622886320035757
902.59664,0.0,,0.0,-0.003937870231003575
902.600736,0.0,,0.0,-0.003938785756603575
906.864672,0.0,,0.0,-0.0027478776855035755
906.868768,0.0,,0.0,-0.002746059349936909
910.960672,0.0,,0.0,-0.0026979815403035757
910.964768,0.0,,0.0,-0.002696137773470242
912.189472,0.0,,0.0,-0.003533551237903575
912.193568,0.0,,0.0,-0.003536043502036909
913.291296,0.0,,0.0,-0.002702991499836909
913.295392,0.0,,0.0,-0.002700982429770242
916.293664,0.0,,0.0,-0.0024230949789035756
916.29776,0.0,,0.0,-0.0024183139007702427
917.850144,0.0,,0.0,-0.0024805569259369093
