time,angle,displacement,torque,force
0,-0.000184883787947031,,-2.3216960720147037e-08,
1,-0.00343181189848406,,-2.514336280703482e-08,
2,-0.00343714569568906,,-2.5149326260445552e-08,
3,-0.00364879511364844,,-2.5901902082186387e-08,
4,-0.00365098254104031,,-2.5920397289754844e-08,
5,-0.00386380905899312,,-2.7906574869323886e-08,
6,-0.00386625469132375,,-2.7936770744030194e-08,
7,-0.004078810020945,,-3.156288385893913e-08,
8,-0.00408143806080141,,-3.16219066468079e-08,
9,-0.00429596247737766,,-3.7598039392310026e-08,
10,-0.00430032745746828,,-3.773449938626742e-08,
11,-0.00451472697746297,,-4.478303520470547e-08,
12,-0.00586528820757516,,-1.2069445861386476e-07,
13,-0.00608043061536281,,-1.3286642478861107e-07,
14,-0.00630996931997094,,-1.4469053582403096e-07,
15,-0.00652607176736797,,-1.5414221177976578e-07,
16,-0.00653081564309109,,-1.5432592663727611e-07,
17,-0.00674600916155891,,-1.612096639296493e-07,
18,-0.00674730192346719,,-1.6124986620933465e-07,
19,-0.00696431622562844,,-1.6662214689367735e-07,
20,-0.00696432692321266,,-1.6662236437738488e-07,
21,-0.00718065694571328,,-1.698137095038544e-07,
22,-0.00718363654293141,,-1.6984530639383387e-07,
23,-0.00975931099312813,,-1.4843274584495382e-07,
24,-0.00976501097686984,,-1.484801281234893e-07,
25,-0.00997678154268469,,-1.507450979656362e-07,
26,-0.00997846234345984,,-1.5077050793747156e-07,
27,-0.0101917305710653,,-1.5462303285248528e-07,
28,-0.0101935376399072,,-1.5466190283929101e-07,
29,-0.0104076168724017,,-1.6039767254252344e-07,
30,-0.0104115346568991,,-1.605243343997994e-07,
31,-0.0106262065538458,,-1.6815455081249213e-07,
32,-0.0121995732279077,,-2.5742485639200634e-07,
33,-0.012412228584513,,-2.6865822366414703e-07,
34,-0.0128591028845383,,-2.8714163645051705e-07,
35,-0.0130737916964686,,-2.9297728790769827e-07,
36,-0.0130751245057434,,-2.9300685813821056e-07,
37,-0.0132909258664325,,-2.9644111722462816e-07,
38,-0.0132914809521914,,-2.964477142740126e-07,
39,-0.0135063020667231,,-2.979906530174401e-07,
40,-0.0135088129817472,,-2.9800253121355375e-07,
41,-0.0160811958675689,,-2.7034344056540583e-07,
42,-0.0160843366600091,,-2.703820727825395e-07,
43,-0.0162970776887205,,-2.73997372120855e-07,
44,-0.0162981462585219,,-2.7401767437321933e-07,
45,-0.0165136254116316,,-2.789328987311493e-07,
46,-0.0165137456451636,,-2.7893648514316063e-07,
47,-0.0167301580482059,,-2.859320951732526e-07,
48,-0.018075753039135,,-3.593770941582744e-07,
49,-0.0182939448070191,,-3.725123272588811e-07,
50,-0.0187382045991748,,-3.952187593339058e-07,
51,-0.0189574250723584,,-4.0371614293637083e-07,
52,-0.0189588579086173,,-4.037629299802179e-07,
53,-0.0191732686747903,,-4.0999944520795696e-07,
54,-0.0191777047892444,,-4.101017637933308e-07,
55,-0.0193869765091045,,-4.1388428266135593e-07,
