time, displacement, force
222.586912, 2.10546875e-08, -0.008688535886
222.78352, 4.296875e-10, -0.008496571887
222.787616, 0, -0.008492579053
225.2616, 0, -0.006625029226
225.265696, 0, -0.006621970323
226.969632, 0, -0.005563136191
226.973728, 0, -0.005560606459
228.923424, 0, -0.004578409627
228.92752, 0, -0.004576357573
231.327776, 0, -0.003631414424
231.331872, 0, -0.003629810164
235.03056, 0, -0.002603215866
235.034656, 0, -0.002602084974
238.991392, 0, -0.001838641228
238.995488, 0, -0.001837853946
241.17456, 0, -0.001498522919
241.178656, 0, -0.001497886291
242.665504, 0, -0.001298453191
242.6696, 0, -0.00129790449
245.192736, 0, -0.00103122189
245.196832, 0, -0.001030789624
249.546784, -5.15625e-09, -0.0007158092597
249.55088, -5.2734375e-09, -0.000715521269
249.567264, -1.05859375e-08, -0.0007147205849
