time, force, displacement 
0.05000000074506,-0.0001184079228551,0
0.5778250098228,0.0002118457487086,0.02363930270076
1.107825040817,0.0008734382572584,0.07556743919849
1.634500026703,0.001191480783746,0.1281824707985
2.160000085831,0.001621238538064,0.1807476133108
2.684499979019,0.002544559538364,0.2332025170326
3.210000038147,0.002953693969175,0.2856824100018
3.734499931335,0.003340217284858,0.3381920158863
4.264500141144,0.003989422228187,0.3911839425564
4.78450012207,0.004367756191641,0.4432092905045
5.314499855042,0.004635154735297,0.4929038584232
5.837824821472,0.004581986926496,0.4997583627701
6.364500045776,0.004469284322113,0.4999916553497
6.894499778748,0.004250007681549,0.4999916553497
7.420000076294,0.004237488843501,0.5
7.944499969482,0.004064525011927,0.5000083446503
8.467824935913,0.004047065507621,0.5000166893005
8.997824668884,0.003891349071637,0.5000166893005
9.520000457764,0.003857877105474,0.5000166893005
10.04782485962,0.003848990891129,0.5000166893005
10.56999969482,0.003836939111352,0.5000166893005
11.09782505035,0.003875212743878,0.5000166893005
11.62450027466,0.003740048967302,0.5000166893005
12.14782524109,0.003683592891321,0.5000083446503
12.67450046539,0.003692631144077,0.5000083446503
13.19999980927,0.003557262010872,0.5000083446503
13.72449970245,0.003612493863329,0.5000083446503
14.24782466888,0.003593632485718,0.5000083446503
14.77449989319,0.003645299235359,0.5000083446503
15.30000019073,0.003551286412403,0.5000083446503
15.82782459259,0.003635586937889,0.5000083446503
16.35000038147,0.002969699213281,0.4618537127972
16.87782478333,0.002285373630002,0.409467369318
17.40449905396,0.001686180476099,0.3568107187748
17.92782592773,0.001106609241106,0.3044778704643
18.45450019836,0.0007028371910565,0.2518184483051
18.97999954224,0.0002110107016051,0.1992375701666
19.50782585144,-0.000177848371095,0.1465020179749
20.03000068665,-0.0005861800746061,0.09423322230577
20.5578250885,-0.0006780768744648,0.04147918522358
21.07999992371,-0.0007783777546138,0.002711666282266
21.60782432556,-0.000668395019602,6.666000263067e-05
22.12999916077,-0.0006785669829696,0
22.65449905396,-0.0006230144063011,-1.666500065767e-05
23.1844997406,-0.0006794343353249,-1.666500065767e-05
23.70782470703,-0.0006288608419709,-1.666500065767e-05
24.23450088501,-0.0006526640499942,-1.666500065767e-05
24.75782585144,-0.0007377815782093,-1.666500065767e-05
25.28782463074,-0.0006542757037096,-1.666500065767e-05
25.80999946594,-0.0005771043361165,-1.666500065767e-05
26.33782577515,-0.0008160431170836,-8.332500328834e-06
26.86000061035,-0.0006280530360527,-8.332500328834e-06
27.38999938965,-0.0007323012105189,-8.332500328834e-06
27.91449928284,-0.0005571728688665,-8.332500328834e-06
28.43782424927,-0.0005707697710022,-8.332500328834e-06
28.96450042725,-0.0006997309392318,-8.332500328834e-06
29.48782539368,-0.0006159517215565,-8.332500328834e-06
30.01449966431,-0.000619437196292,-8.332500328834e-06
30.53782463074,-0.000677673437167,-8.332500328834e-06
31.06782531738,-0.0006667813868262,-8.332500328834e-06
31.59000015259,-0.000640363083221,-8.332500328834e-06
32.11782455444,-0.0005699629546143,-8.332500328834e-06
32.63999938965,-0.000656199932564,-8.332500328834e-06
33.1678237915,-0.0005957811954431,-8.332500328834e-06
33.69449996948,-0.000664898485411,-8.332500328834e-06
34.21782684326,-0.0007196281221695,-8.332500328834e-06
34.74449920654,-0.0007198570528999,-8.332500328834e-06
35.27000045776,-0.00065219408134,-8.332500328834e-06
35.79782485962,-0.0006542756455019,-8.332500328834e-06
36.31999969482,-0.0006010215147398,-8.332500328834e-06
36.84450149536,-0.000496773282066,-8.332500328834e-06
37.36999893188,-0.0006624165107496,-8.332500328834e-06
