shear,shear_stress,time,torque,angle
0.010596193357638005,2.6616157609124897,0,2.6757480067716753e-07,0.010596193357638005
0.017537694997377687,4.519802527840756,1,4.543801093485151e-07,0.017537694997377687
0.024479196637117367,6.539639072921405,2,6.574362261957968e-07,0.024479196637117367
0.031420698276857055,8.613136160624466,3,8.658868891707654e-07,0.031420698276857055
0.038362199916596736,10.621677695100331,4,1.0678075077032245e-06,0.038362199916596736
0.045303701556336416,12.606441181992286,5,1.2673376961682814e-06,0.045303701556336416
0.052245203196076104,14.56623774476409,6,1.464357935660583e-06,0.052245203196076104
0.059186704835815784,16.503083383339703,7,1.6590708965977535e-06,0.059186704835815784
0.06612820647555546,18.43611413356116,8,1.8534003431276381e-06,0.06612820647555546
0.07306970811529515,20.357651631413283,9,2.0465743619068234e-06,0.07306970811529515
0.08001120975503483,22.2862677116793,10,2.2404599974063073e-06,0.08001120975503483
0.0869527113947745,24.236827970468198,11,2.4365517023469604e-06,0.0869527113947745
0.0938942130345142,26.22318957304876,12,2.636242550924238e-06,0.0938942130345142
0.10083571467425388,28.287783210503886,13,2.8437981414547103e-06,0.10083571467425388
0.10777721631399356,30.365914143598413,14,3.0527146493781495e-06,0.10777721631399356
0.11471871795373324,32.51565411680837,15,3.2688300832010203e-06,0.11471871795373324
0.12166021959347292,34.844659615800175,16,3.5029672533067126e-06,0.12166021959347292
0.1286017212332126,37.19917153705181,17,3.739668608653712e-06,0.1286017212332126
0.13554322287295228,39.61323023074349,18,3.982356258491675e-06,0.13554322287295228
0.14248472451269198,42.16934227601031,19,4.239324668832879e-06,0.14248472451269198
0.14942622615243165,44.745721710066,20,4.498330579325333e-06,0.14942622615243165
0.15636772779217134,47.409445733106956,21,4.766117325628569e-06,0.15636772779217134
0.163309229431911,50.2629327567221,22,5.052981129484669e-06,0.163309229431911
0.1702507310716507,53.13556544325355,23,5.341769665307681e-06,0.1702507310716507
0.1771922327113904,56.06049681183905,24,5.635815838101362e-06,0.1771922327113904
0.18413373435113006,59.1089021375749,25,5.9422749669492265e-06,0.18413373435113006
0.19107523599086976,62.181181952824865,26,6.251134221264794e-06,0.19107523599086976
0.19801673763060942,65.3056877700641,27,6.565243805953989e-06,0.19801673763060942
0.20495823927034912,68.53182324467534,28,6.88957031816276e-06,0.20495823927034912
0.21189974091008879,71.76838017162127,29,7.214944509030553e-06,0.21189974091008879
0.21884124254982848,75.10992545206932,30,7.550873280380736e-06,0.21884124254982848
0.22578274418956815,78.66938734343844,31,7.908709418897793e-06,0.22578274418956815
0.23272424582930784,82.2617817797546,32,8.26985629793548e-06,0.23272424582930784
0.23966574746904754,85.94969884847303,33,8.640606159379776e-06,0.23966574746904754
0.2466072491087872,89.82747211455339,34,9.030442447539933e-06,0.2466072491087872
0.2535487507485269,93.75513592412976,35,9.425294280177873e-06,0.2535487507485269
0.26049025238826656,97.84225131997043,36,9.836175934640172e-06,0.26049025238826656
0.26743175402800623,102.18495807949691,37,1.027275243551771e-05,0.26743175402800623
0.27437325566774595,106.57980463659428,38,1.0714570600555518e-05,0.27437325566774595
0.2813147573074856,111.20804215756586,39,1.1179851784394013e-05,0.2813147573074856
