shear,shear_stress,time,torque,angle
-0.28723138689525174,-115.23138150322771,0,-1.1584321970993374e-05,-0.28723138689525174
-0.2801493175567389,-109.86701373170722,1,-1.104503690276417e-05,-0.2801493175567389
-0.27306724821822603,-104.92688329958915,2,-1.0548400823618011e-05,-0.27306724821822603
-0.2659851788797132,-100.09640281227594,3,-1.0062787959225945e-05,-0.2659851788797132
-0.2589031095412004,-95.33817468863721,4,-9.584438694671457e-06,-0.2589031095412004
-0.25182104020268753,-91.00788627184986,5,-9.149110621772125e-06,-0.25182104020268753
-0.24473897086417468,-86.74133476212072,6,-8.720190081640045e-06,-0.24473897086417468
-0.23765690152566182,-82.53822025278653,7,-8.297646924368974e-06,-0.23765690152566182
-0.230574832187149,-78.69497937304529,8,-7.9112822103283e-06,-0.230574832187149
-0.22349276284863615,-74.86632153072642,9,-7.526383543111087e-06,-0.22349276284863615
-0.21641069351012332,-71.16667898676972,10,-7.154454908327004e-06,-0.21641069351012332
-0.20932862417161047,-67.7269892910728,11,-6.808659584210845e-06,-0.20932862417161047
-0.2022465548330976,-64.32382684466423,12,-6.4665363797113296e-06,-0.2022465548330976
-0.19516448549458476,-60.98525008229325,13,-6.130906036347801e-06,-0.19516448549458476
-0.18808241615607194,-57.82040321900189,14,-5.8127409273733105e-06,-0.18808241615607194
-0.18100034681755908,-54.683745415265214,15,-5.497409691755895e-06,-0.18100034681755908
-0.17391827747904626,-51.598933211335506,16,-5.187290544313665e-06,-0.17391827747904626
-0.1668362081405334,-48.62126767158416,17,-4.887942954408694e-06,-0.1668362081405334
-0.15975413880202055,-45.677373660728456,18,-4.591990448890254e-06,-0.15975413880202055
-0.15267206946350773,-42.84601547890876,19,-4.307351278852298e-06,-0.15267206946350773
-0.14559000012499487,-40.16009405645259,20,-4.03733300656725e-06,-0.14559000012499487
-0.13850793078648202,-37.50509722666037,21,-3.7704236134223085e-06,-0.13850793078648202
-0.1314258614479692,-34.906185612111116,22,-3.5091525210832005e-06,-0.1314258614479692
-0.12434379210945634,-32.388603602003634,23,-3.256057572354769e-06,-0.12434379210945634
-0.11726172277094349,-29.89339601229533,24,-3.005211945698478e-06,-0.11726172277094349
-0.11017965343243066,-27.535548028599546,25,-2.768175212774952e-06,-0.11017965343243066
-0.10309758409391781,-25.27485895943367,26,-2.5409059592791992e-06,-0.10309758409391781
-0.09601551475540496,-23.051868978950804,27,-2.317426631545161e-06,-0.09601551475540496
-0.08893344541689213,-20.98016276275512,28,-2.1091560066108682e-06,-0.08893344541689213
-0.08185137607837928,-19.00018314637624,29,-1.910106745264518e-06,-0.08185137607837928
-0.07476930673986643,-17.028625524887467,30,-1.7119041551909793e-06,-0.07476930673986643
-0.0676872374013536,-15.202863148291383,31,-1.5283585017665025e-06,-0.0676872374013536
-0.06060516806284075,-13.416002470786003,32,-1.3487236736884422e-06,-0.06060516806284075
-0.053523098724327894,-11.639659757298693,33,-1.1701462266820585e-06,-0.053523098724327894
-0.04644102938581507,-9.968134450911515,34,-1.0021061747513261e-06,-0.04644102938581507
-0.039358960047302216,-8.32941215217299,35,-8.373638408316228e-07,-0.039358960047302216
-0.03227689070878936,-6.70342868156394,36,-6.739021535956604e-07,-0.03227689070878936
-0.02519482137027651,-5.257523957135745,37,-5.285439564739198e-07,-0.02519482137027651
-0.018112752031763713,-3.826552967457188,38,-3.846870621163432e-07,-0.018112752031763713
-0.011030682693250854,-2.3890087533507076,39,-2.401693551644254e-07,-0.011030682693250854
