stretch,normal_stress,time,force,displacement
1.0066452752191637,8.73735155517338,0,0.0004391871913210247,2.6581100876654772e-05
1.0102811978143822,14.031573361794425,1,0.0007053038046675136,4.112479125752877e-05
1.0139171204096005,19.506950469159076,2,0.000980526276605602,5.566848163840188e-05
1.017553043004819,24.377500878348208,3,0.0012253468427567593,7.021217201927588e-05
1.0211889656000375,27.699681092278798,4,0.0013923378340205306,8.475586240014988e-05
1.0248248881952557,30.076970262112173,5,0.0015118334210830443,9.929955278102298e-05
1.0284608107904742,32.35828470361509,6,0.0016265047921223063,0.00011384324316189698
1.0320967333856927,34.68948004996749,7,0.001743683450909241,0.00012838693354277097
1.0357326559809112,37.25401325185002,8,0.001872590949579981,0.00014293062392364497
1.0393685785761295,39.54442883808215,9,0.001987719794049972,0.0001574743143045181
1.043004501171348,42.004667426986224,10,0.0021113848736816383,0.0001720180046853921
1.0466404237665665,45.226551262883,11,0.0022733344191148063,0.0001865616950662661
1.0502763463617848,48.71305156040377,12,0.0024485850386576843,0.0002011053854471392
1.0539122689570033,52.436794322740056,13,0.002635760765153906,0.0002156490758280132
1.0575481915522218,55.85140300508782,14,0.0028073977179754682,0.00023019276620888718
1.06118411414744,58.54701926723116,15,0.0029428941699122155,0.0002447364565897603
1.0648200367426586,60.816673914681566,16,0.0030569794557780737,0.0002592801469706343
1.068455959337877,62.73697075507736,17,0.0031535041029220594,0.0002738238373515083
1.0720918819330953,64.55715379885602,18,0.0032449964817784396,0.0002883675277323814
1.0757278045283138,66.44547688133561,19,0.0033399139525547897,0.0003029112181132554
1.0793637271235323,68.816320420664,20,0.003459085546890228,0.00031745490849412937
1.0829996497187508,71.70118814406271,21,0.0036040948148327516,0.00033199859887500337
1.0866355723139691,74.73602083756171,22,0.003756642144349081,0.0003465422892558765
1.0902714949091876,77.69790101785323,23,0.0039055224805925534,0.0003610859796367505
1.0939074175044061,80.47377010037721,24,0.004045052879264303,0.0003756296700176245
1.0975433400996244,82.74676104288774,25,0.004159305865610979,0.0003901733603984976
1.101179262694843,84.81382009558016,26,0.004263207586162576,0.0004047170507793716
1.1048151852900614,87.26872216428579,27,0.004386604423031824,0.0004192607411602456
1.1084511078852797,89.78672525603763,28,0.004513173063268047,0.0004338044315411187
1.1120870304804982,92.8760206499991,29,0.0046684579866990575,0.0004483481219219927
1.1157229530757167,96.33441634843237,30,0.004842295915009529,0.0004628918123028667
1.119358875670935,100.26802608004105,31,0.005040020705968108,0.0004774355026837398
1.1229947982661534,104.95146802475642,32,0.005275436174880621,0.0004919791930646138
1.126630720861372,109.92841462045712,33,0.005525604796678414,0.0005065228834454878
1.1302666434565904,114.96394857682387,34,0.005778718340425993,0.0005210665738263618
1.1339025660518087,119.59437779245384,35,0.0060114690989346445,0.0005356102642072349
1.1375384886470272,124.26786609249885,36,0.006246384243095592,0.0005501539545881089
1.1411744112422457,128.33336687649955,37,0.006450738601434474,0.0005646976449689829
1.144810333837464,131.96453140903813,38,0.006633260838544859,0.000579241335349856
1.1484462564326825,135.2196542348871,39,0.0067968811578443715,0.00059378502573073
