stretch,normal_stress,time,force,displacement
0.853210533245492,-582.3428895638016,0,-0.029271746299582256,-0.000587157867018032
0.8568341499549575,-555.0384865913826,1,-0.02789927731096135,-0.0005726634001801699
0.860457766664423,-523.8741069090104,2,-0.02633278473074017,-0.0005581689333423081
0.8640813833738885,-493.59624764624266,3,-0.024810853527118783,-0.0005436744665044459
0.8677050000833539,-464.58568124928564,4,-0.023352623410812238,-0.0005291799996665843
0.8713286167928195,-435.8332893412538,5,-0.02190737055974972,-0.0005146855328287221
0.8749522335022849,-410.1126816527301,6,-0.02061451180518762,-0.0005001910659908604
0.8785758502117504,-386.48579678677373,7,-0.019426895038434016,-0.00048569659915299824
0.8821994669212159,-364.2529501102563,8,-0.018309350273836646,-0.00047120213231513654
0.8858230836306814,-344.8507064160501,9,-0.017334087133790615,-0.0004567076654772744
0.889446700340147,-326.9168061423034,10,-0.016432630984187183,-0.0004422131986394122
0.8930703170496124,-309.7926590057709,11,-0.015571877466697241,-0.0004277187318015505
0.8966939337590779,-293.9685666537907,12,-0.014776471830173922,-0.0004132242649636884
0.9003175504685433,-277.2134597658483,13,-0.013934268298825579,-0.00039872979812582667
0.9039411671780089,-262.5450247996854,14,-0.013196952338355866,-0.00038423533128796453
0.9075647838874743,-248.73419342969328,15,-0.012502744236404911,-0.0003697408644501028
0.9111884005969398,-234.70279430065423,16,-0.011797449189630906,-0.00035524639761224064
0.9148120173064054,-219.8225579363551,17,-0.011049486929698718,-0.0003407519307743785
0.9184356340158708,-206.0525725262413,18,-0.010357331969627483,-0.0003262574639365168
0.9220592507253363,-192.86466717617984,19,-0.009694435544603633,-0.0003117629970986546
0.9256828674348018,-181.35040835211126,20,-0.009115665769672028,-0.0002972685302607929
0.9293064841442673,-171.07129190695858,21,-0.008598981022320257,-0.00028277406342293077
0.9329301008537327,-161.31435578664167,22,-0.008108543920926137,-0.00026827959658506906
0.9365537175631983,-151.8178856936115,23,-0.007631199270057357,-0.0002537851297472069
0.9401773342726638,-141.9280062047471,24,-0.0071340797061036805,-0.00023929066290934476
0.9438009509821292,-132.13381994322123,25,-0.006641770208390085,-0.00022479619607148306
0.9474245676915948,-123.55500383932484,26,-0.006210551878014105,-0.0002103017292336209
0.9510481844010602,-116.0564063498914,27,-0.00583363125745361,-0.0001958072623957592
0.9546718011105257,-107.36326990527162,28,-0.005396666559996471,-0.00018131279555789703
0.9582954178199912,-97.7531438876547,29,-0.004913608939244192,-0.00016681832872003532
0.9619190345294567,-88.46739354356288,30,-0.004446856218219108,-0.0001523238618821732
0.9655426512389222,-78.59640996827535,31,-0.003950686466477847,-0.00013782939504431102
0.9691662679483877,-69.47173061146063,32,-0.0034920300563381413,-0.00012333492820644932
0.9727898846578531,-60.58856844636607,33,-0.0030455136243620153,-0.0001088404613685876
0.9764135013673186,-51.10038252011593,34,-0.0025685853811331914,-9.434599453072545e-05
0.9800371180767842,-42.21680285640261,35,-0.0021220479633875682,-7.98515276928633e-05
0.9836607347862496,-33.298610064918144,36,-0.0016737707000751677,-6.53570608550016e-05
0.9872843514957151,-24.612594227162013,37,-0.0012371639233574197,-5.086259401713944e-05
0.9909079682051807,-17.037166939556812,38,-0.0008563814159247132,-3.636812717927729e-05
0.9945315849146461,-9.963221854106783,39,-0.0005008061533271543,-2.187366034141558e-05
