stretch,normal_stress,time,force,displacement
0.85343527195757,-165.45836607281356,0,-0.008316844597269148,-0.0005862589121697202
0.857052676546759,-160.54836715132367,1,-0.008070041132614964,-0.000571789293812964
0.8606700811359481,-154.2805110543207,2,-0.0077549843219253236,-0.0005573196754562076
0.8642874857251371,-145.12951757048597,3,-0.007295005219495512,-0.0005428500570994515
0.8679048903143262,-135.77021269474196,4,-0.00682455524445,-0.0005283804387426953
0.8715222949035152,-127.06415265693205,5,-0.006386940936346075,-0.0005139108203859393
0.8751396994927043,-120.34256988438676,6,-0.006049077335406492,-0.0004994412020291828
0.8787571040818933,-113.93969721739724,7,-0.005727233851686729,-0.0004849715836724267
0.8823745086710824,-107.41705129333671,8,-0.005399369907414793,-0.00047050196531567057
0.8859919132602714,-101.0695752830179,9,-0.005080310963369113,-0.0004560323469589145
0.8896093178494605,-95.60812839837419,10,-0.004805788700796832,-0.00044156272860215793
0.8932267224386495,-90.97738619705962,11,-0.004573022209911743,-0.00042709311024540186
0.8968441270278386,-87.2907577341252,12,-0.004387712051581026,-0.0004126234918886458
0.9004615316170277,-83.82486054740023,13,-0.004213497057342423,-0.00039815387353188923
0.9040789362062167,-79.8703467061654,14,-0.004014721511228143,-0.00038368425517513316
0.9076963407954057,-75.3357066610975,15,-0.0037867856415919926,-0.0003692146368183771
0.9113137453845948,-70.58169139199963,16,-0.0035478227704807672,-0.000354745018461621
0.9149311499737839,-66.38002508852641,17,-0.0033366239866115316,-0.00034027540010486446
0.9185485545629729,-62.33991044850983,18,-0.003133545675047745,-0.0003258057817481084
0.9221659591521619,-58.61273213759666,19,-0.0029461972590448,-0.0003113361633913523
0.9257833637413511,-55.78232605047655,20,-0.0028039255315252423,-0.00029686654503459576
0.9294007683305401,-53.46986898548599,21,-0.002687688761491384,-0.0002823969266778397
0.9330181729197291,-50.78531241569084,22,-0.0025527482303263492,-0.00026792730832108356
0.9366355775089181,-47.92197084760174,23,-0.0024088209849659177,-0.0002534576899643275
0.9402529820981073,-45.08026019527312,24,-0.0022659810280221825,-0.00023898807160757096
0.9438703866872963,-41.695288234867945,25,-0.002095833779327521,-0.00022451845325081489
0.9474877912764853,-37.84188556183238,26,-0.001902140634864612,-0.0002100488348940588
0.9511051958656744,-34.232955934617365,27,-0.0017207360459977122,-0.00019557921653730225
0.9547226004548635,-30.919743106288294,28,-0.0015541958046975833,-0.00018110959818054618
0.9583400050440525,-27.88451485745127,29,-0.0014016285924013494,-0.00016663997982379008
0.9619574096332415,-25.403977403948446,30,-0.0012769431805472885,-0.000152170361467034
0.9655748142224306,-23.70770471119259,31,-0.0011916792152665402,-0.00013770074311027748
0.9691922188116197,-22.20417323969543,32,-0.0011161034804617958,-0.00012323112475352138
0.9728096234008087,-20.726515758689743,33,-0.0010418283142722042,-0.0001087615063967653
0.9764270279899978,-19.32381045287333,34,-0.0009713206553297361,-9.429188804000877e-05
0.9800444325791868,-16.95659035965092,35,-0.0008523311952609734,-7.982226968325268e-05
0.9836618371683759,-14.119671433961033,36,-0.0007097320967685382,-6.53526513264966e-05
0.9872792417575649,-10.546191572033553,37,-0.0005301094074568192,-5.0883032969740504e-05
0.990896646346754,-7.076142885062792,38,-0.0003556857360554392,-3.641341461298397e-05
0.994514050935943,-4.091779090552983,39,-0.0002056752500958972,-2.1943796256227887e-05
