shear,shear_stress,time,torque,angle
-0.29978440062435463,-23.772743408886342,0,-2.38989683356904e-06,-0.29978440062435463
-0.29237963692170293,-22.454182705618546,1,-2.2573406537706945e-06,-0.29237963692170293
-0.2849748732190512,-21.097412798648893,2,-2.1209432658555723e-06,-0.2849748732190512
-0.2775701095163995,-19.77662540900185,3,-1.9881632351269584e-06,-0.2775701095163995
-0.27016534581374774,-18.6373446388676,4,-1.8736302399964022e-06,-0.27016534581374774
-0.26276058211109604,-17.520596193038035,5,-1.7613624411699707e-06,-0.26276058211109604
-0.2553558184084443,-16.473755814057448,6,-1.6561225677592006e-06,-0.2553558184084443
-0.24795105470579257,-15.51100128590371,7,-1.5593359260677418e-06,-0.24795105470579257
-0.24054629100314084,-14.567187021875931,8,-1.464453367404608e-06,-0.24054629100314084
-0.23314152730048915,-13.722394179884006,9,-1.3795255278459816e-06,-0.23314152730048915
-0.2257367635978374,-12.932878212178355,10,-1.3001547257968325e-06,-0.2257367635978374
-0.2183319998951857,-12.153440635144939,11,-1.2217971140867523e-06,-0.2183319998951857
-0.21092723619253395,-11.454999277348623,12,-1.1515821304510343e-06,-0.21092723619253395
-0.20352247248988226,-10.775681421766627,13,-1.0832896509454736e-06,-0.20352247248988226
-0.1961177087872305,-10.108897967904946,14,-1.016257266939487e-06,-0.1961177087872305
-0.1887129450845788,-9.506977830070626,15,-9.557456546813093e-07,-0.1887129450845788
-0.18130818138192706,-8.916596866287794,16,-8.963940867248481e-07,-0.18130818138192706
-0.17390341767927536,-8.348429780071292,17,-8.392757013146311e-07,-0.17390341767927536
-0.16649865397662364,-7.825341038419813,18,-7.866890853803011e-07,-0.16649865397662364
-0.15909389027397192,-7.309395884785004,19,-7.34820621242241e-07,-0.15909389027397192
-0.1516891265713202,-6.818639292424852,20,-6.854843874739398e-07,-0.1516891265713202
-0.14428436286866847,-6.350357518476314,21,-6.384075688868447e-07,-0.14428436286866847
-0.13687959916601675,-5.886950360318706,22,-5.91820800128801e-07,-0.13687959916601675
-0.12947483546336502,-5.4668112619034845,23,-5.495838111666539e-07,-0.12947483546336502
-0.1220700717607133,-5.068417047497324,24,-5.095328563758996e-07,-0.1220700717607133
-0.11466530805806158,-4.6740088230805945,25,-4.6988261700492384e-07,-0.11466530805806158
-0.10726054435540985,-4.291310487409643,26,-4.31409584048607e-07,-0.10726054435540985
-0.09985578065275813,-3.913230029298024,27,-3.934007907791886e-07,-0.09985578065275813
-0.09245101695010641,-3.544702209176292,28,-3.56352333424376e-07,-0.09245101695010641
-0.08504625324745468,-3.214674884703488,29,-3.2317436804685094e-07,-0.08504625324745468
-0.07764148954480296,-2.8861238314290993,30,-2.901448136373787e-07,-0.07764148954480296
-0.07023672584215124,-2.5684313422686027,31,-2.58206881155866e-07,-0.07023672584215124
-0.06283196213949951,-2.263204291295529,32,-2.275221112034217e-07,-0.06283196213949951
-0.05542719843684779,-1.95896376380574,33,-1.9693651740866315e-07,-0.05542719843684779
-0.048022434734196096,-1.6755307176257321,34,-1.684427197874251e-07,-0.048022434734196096
-0.040617671031544345,-1.4071475790155066,35,-1.414619038960569e-07,-0.040617671031544345
-0.03321290732889265,-1.1425491448057692,36,-1.1486156798998736e-07,-0.03321290732889265
-0.025808143626240898,-0.8799300101589046,37,-8.846021297882901e-08,-0.025808143626240898
-0.018403379923589203,-0.6186219464599438,38,-6.219066119513529e-08,-0.018403379923589203
-0.010998616220937464,-0.36184827661557945,39,-3.6376956400948215e-08,-0.010998616220937464
