time,displacement,angle,force,torque
936.7040405273438,0.0,-3.2500451197847724e-05,0.00012571612390815815,1.0033136937986752e-06
937.2774658203125,0.0,0.026137981563806534,0.00010855991282485329,1.8469231215432962e-06
937.2815551757812,0.0,0.02632131427526474,0.00010846702626713702,1.8525921773660814e-06
937.6870727539062,0.0,0.044089317321777344,0.00010143528916053968,2.3875983738421766e-06
937.691162109375,0.0,0.044268202036619186,0.00010138297207601095,2.3927220787086483e-06
937.986083984375,0.0,0.05659755691885948,9.828539465678342e-05,2.7481691600491124e-06
937.9901733398438,0.0,0.056766826659440994,9.825000072314141e-05,2.7529039481865555e-06
938.3055419921875,0.0,0.06924720108509064,9.584083487470998e-05,3.1022987109204077e-06
938.3096923828125,0.0,0.06940397620201111,9.581125108216017e-05,3.106691109925281e-06
938.3875122070312,0.0,0.0723395049571991,9.525461085313405e-05,3.188065138716097e-06
938.3916015625,0.0,0.07249091565608978,9.522516128862048e-05,3.1922892296531015e-06
938.6250610351562,0.0,0.08101655542850494,9.346927042259501e-05,3.424397553654722e-06
938.629150390625,0.0,0.08116336166858673,9.343665720641181e-05,3.428298974181183e-06
938.8953857421875,0.0,0.09017560631036758,9.109101900534261e-05,3.669222826486748e-06
938.8994750976562,0.0,0.09030870348215103,9.105086478845273e-05,3.672714971685181e-06
939.1943969726562,0.0,0.09939491748809814,8.770924540178271e-05,3.906694112882245e-06
939.198486328125,0.0,0.09951572865247726,8.765586337478471e-05,3.9096813671854366e-06
939.43603515625,0.0,0.10605800151824951,8.415202882844234e-05,4.0703720274464595e-06
939.440185546875,0.0,0.10616389662027359,8.408319308959595e-05,4.072949064756653e-06
939.7186889648438,0.0,0.11289835721254349,7.879016143562054e-05,4.2270763233104125e-06
939.7227783203125,0.0,0.11298947036266327,7.870205230320034e-05,4.229059602733022e-06
939.9644775390625,0.0,0.11800054460763931,7.291366488704513e-05,4.331534564790649e-06
939.9685668945312,0.0,0.11807848513126373,7.280552830117278e-05,4.333015961269201e-06
940.2552490234375,0.0,0.12291967123746872,6.431213418889737e-05,4.415421542921888e-06
940.2593383789062,0.0,0.12298143655061722,6.417743907463028e-05,4.416287018796783e-06
940.5133056640625,0.0,0.12625999748706818,5.501243511471391e-05,4.452537261330355e-06
940.5173950195312,0.0,0.12630565464496613,5.485156810406365e-05,4.452835974344547e-06
940.5255737304688,0.0,0.1263948231935501,5.452853027501517e-05,4.453405994873121e-06
940.5297241210938,0.0,0.12643995881080627,5.436393559021119e-05,4.453681279940206e-06
940.7550048828125,0.0,0.12849284708499908,4.4785046254053416e-05,4.454643479473935e-06
940.7590942382812,0.0,0.12852388620376587,4.459995212086889e-05,4.454409767293101e-06
940.9966430664062,0.0,0.1298435628414154,3.3220978405909714e-05,4.425771239492931e-06
941.000732421875,0.0,0.12985914945602417,3.3014837350990676e-05,4.4250217375993634e-06
941.2423706054688,0.0,0.13030202686786652,2.0281495946417212e-05,4.36565209239743e-06
941.2465209960938,0.0,0.13030210137367249,2.0053859363901132e-05,4.364376182344052e-06
941.5413818359375,0.0,0.1296137273311615,3.2156672968696592e-06,4.252139185411897e-06
941.5455322265625,0.0,0.12959608435630798,2.9701172461578038e-06,4.250259790076996e-06
941.828125,0.0,0.12767519056797028,-1.4141628442780954e-05,4.1033499711502444e-06
941.8322143554688,0.0,0.12763909995555878,-1.4392420857917317e-05,4.100955995893377e-06
942.123046875,0.0,0.12438971549272537,-3.205436539905227e-05,3.912010538788115e-06
942.1271362304688,0.0,0.12433566898107529,-3.2297285699126824e-05,3.9090977956041184e-06
942.3646850585938,0.0,0.12074273824691772,-4.5898513401977994e-05,3.728285651748335e-06
942.3687744140625,0.0,0.12067252397537231,-4.612187709403552e-05,3.7249776522352564e-06
942.4261474609375,0.0,0.11967332661151886,-4.920848309752316e-05,3.6778895160877798e-06
942.4302368164062,0.0,0.11960211396217346,-4.942498917839084e-05,3.674485260039284e-06
942.712890625,0.0,0.11402503401041031,-6.303238170390869e-05,3.424237421468861e-06
942.7169799804688,0.0,0.11393624544143677,-6.32068068246042e-05,3.4204070397951447e-06
943.0364379882812,0.0,0.10631189495325089,-7.444257608155234e-05,3.103973038273727e-06
943.04052734375,0.0,0.10620679706335068,-7.455345803398161e-05,3.0997116387972048e-06
943.3682250976562,0.0,0.09703140705823898,-8.034782910148466e-05,2.7424618273158845e-06
943.372314453125,0.0,0.0969105213880539,-8.037909395859199e-05,2.7378169499724216e-06
943.6590576171875,0.0,0.08781367540359497,-7.9769137130121e-05,2.401774650779132e-06
943.6631469726562,0.0,0.08767791837453842,-7.97185737750135e-05,2.396842363602726e-06
943.9375610351562,0.0,0.07816143333911896,-7.344235150817365e-05,2.0578083295511165e-06
943.941650390625,0.0,0.07801501452922821,-7.330645304032485e-05,2.0526421082580942e-06
944.1710205078125,0.0,0.06946470588445663,-6.388767829620902e-05,1.757979826750117e-06
944.1751098632812,0.0,0.06930912286043167,-6.368952936345717e-05,1.7526429985683713e-06
944.4249877929688,0.0,0.059500012546777725,-4.981611539407868e-05,1.4215090908255721e-06
944.4290771484375,0.0,0.05933445319533348,-4.956230360137056e-05,1.4160121251991558e-06
944.7731323242188,0.0,0.04503205791115761,-2.568946021706169e-05,9.457537754268676e-07
944.7772216796875,0.0,0.044856999069452286,-2.5379759382468652e-05,9.400803958470105e-07
945.412109375,0.0,0.016769075766205788,2.7206435515169172e-05,4.1549147453388124e-08
945.4161987304688,0.0,0.016584720462560654,2.7563679638352087e-05,3.567083018305001e-08
945.7725830078125,0.0,0.00021201916388235986,5.88278958316992e-05,-4.793400125264267e-07
945.7766723632812,0.0,2.294147270731628e-05,5.918486103743438e-05,-4.852734196532586e-07
946.7146606445312,0.0,-0.042945243418216705,0.0001333530515490438,-1.8389111481628504e-06
946.71875,0.0,-0.04312853515148163,0.00013362334612010852,-1.8446836999581414e-06
947.124267578125,0.0,-0.06087486445903778,0.0001569670702819513,-2.405250989332535e-06
947.1283569335938,0.0,-0.061052680015563965,0.00015716417847593412,-2.410764611662415e-06
947.4151000976562,0.0,-0.07302667200565338,0.00016895535813460502,-2.7887285244246483e-06
947.419189453125,0.0,-0.07319509238004684,0.00016909440654471223,-2.7939849047075446e-06
947.7386474609375,0.0,-0.08582101762294769,0.00017739803641468295,-3.191070328060226e-06
947.7427368164062,0.0,-0.08597788214683533,0.00017747137771481104,-3.1959669905662046e-06
948.0581665039062,0.0,-0.09756109863519669,0.00018058888505170486,-3.5575272924796287e-06
948.062255859375,0.0,-0.09770651906728745,0.00018059618338826366,-3.5619927011577193e-06
948.3079833984375,0.0,-0.10601232200860977,0.00017950494629891253,-3.8188822562490395e-06
948.3120727539062,0.0,-0.10614632070064545,0.00017946318989508266,-3.8229612027352595e-06
948.3489379882812,0.0,-0.10734507441520691,0.0001790562368225888,-3.859434122724329e-06
948.35302734375,0.0,-0.1074775829911232,0.00017900778808665856,-3.863446704508319e-06
948.6193237304688,0.0,-0.11563754081726074,0.00017466336931698696,-4.11001810753388e-06
948.6234130859375,0.0,-0.11575927585363388,0.00017458157296894056,-4.113572552129621e-06
948.869140625,0.0,-0.12251456081867218,0.0001691615733621166,-4.3136636297792085e-06
948.8732299804688,0.0,-0.12262088060379028,0.00016906569383856335,-4.316763926665592e-06
949.1312866210938,0.0,-0.1288711279630661,0.0001629995658860477,-4.496538655019692e-06
949.1353759765625,0.0,-0.12896238267421722,0.00016290618327262493,-4.49913051865094e-06
949.3934326171875,0.0,-0.13431353867053986,0.00015752574561807547,-4.645811982678118e-06
949.3975219726562,0.0,-0.13439135253429413,0.00015745006132447236,-4.647864512632148e-06
949.6637573242188,0.0,-0.138907328248024,0.0001532510660524713,-4.762722690207547e-06
949.6678466796875,0.0,-0.13896887004375458,0.00015319835286107175,-4.7641945222225675e-06
949.9095458984375,0.0,-0.14216342568397522,0.00015077565264373476,-4.835066323403975e-06
949.9136352539062,0.0,-0.14221112430095673,0.00015074687822586768,-4.835989313537073e-06
950.1716918945312,0.0,-0.14466619491577148,0.00014982010896698057,-4.875194547880058e-06
950.17578125,0.0,-0.14469794929027557,0.0001498200706820693,-4.875510283793636e-06
950.302734375,0.0,-0.14552520215511322,0.0001500588981409763,-4.880483913463177e-06
950.3068237304688,0.0,-0.14554813504219055,0.00015007446446844205,-4.880487623849139e-06
950.4174194335938,0.0,-0.14606168866157532,0.00015068397162770102,-4.876853895657453e-06
950.4215087890625,0.0,-0.1460784375667572,0.00015071330023979377,-4.876581553221149e-06
950.6632080078125,0.0,-0.14653418958187103,0.0001532225258639038,-4.843087485187344e-06
950.6672973632812,0.0,-0.14653469622135162,0.0001532770979232891,-4.8422274161237205e-06
950.6754760742188,0.0,-0.1465328335762024,0.0001533873495169714,-4.840478090127717e-06
950.6795654296875,0.0,-0.14653339982032776,0.00015344302575947318,-4.839588836376571e-06
950.9622192382812,0.0,-0.14586485922336578,0.00015808471673188496,-4.7546449077395366e-06
950.96630859375,0.0,-0.14584676921367645,0.00015816198186329464,-4.7530775939834245e-06
951.2530517578125,0.0,-0.14390529692173004,0.0001641069734022219,-4.6192992882770305e-06
951.2571411132812,0.0,-0.14386846125125885,0.00016419786893827034,-4.617052233168562e-06
951.5479125976562,0.0,-0.14061406254768372,0.0001709043681040385,-4.433055004936869e-06
951.552001953125,0.0,-0.14056028425693512,0.00017100086893365998,-4.4301307154862e-06
951.8510131835938,0.0,-0.13591799139976501,0.0001780735784668551,-4.192110882831726e-06
951.8551635742188,0.0,-0.13584677875041962,0.000178170969161309,-4.188479652683082e-06
