time, displacement, force
149.633056, 2.9359375e-07, -0.001708956518
149.66992, -1.186953125e-06, -0.001757297872
149.674016, -1.349140625e-06, -0.001762543303
149.97712, -1.387984375e-05, -0.002186325746
149.981216, -1.404664063e-05, -0.002191993187
150.07952, -1.7781875e-05, -0.002312776745
150.083616, -1.793789063e-05, -0.002317858616
150.226976, -2.319164063e-05, -0.002485442109
150.231072, -2.334125e-05, -0.002490237587
150.308896, -2.638027344e-05, -0.002593841855
150.312992, -2.653886719e-05, -0.002599234954
150.38672, -2.957453125e-05, -0.002707740254
150.390816, -2.974332031e-05, -0.002713801716
150.595616, -3.845753906e-05, -0.003035634343
150.599712, -3.863074219e-05, -0.003042079001
150.69392, -4.240753906e-05, -0.003178033405
150.698016, -4.257214844e-05, -0.003184000818
150.824992, -4.740234375e-05, -0.003353477284
150.829088, -4.755375e-05, -0.003358704652
150.861856, -4.883011719e-05, -0.003404770924
150.865952, -4.898652344e-05, -0.003410341301
150.902816, -5.045429688e-05, -0.003464426601
150.906912, -5.061429688e-05, -0.003470252837
151.119904, -5.950167969e-05, -0.003812299872
151.124, -5.967628906e-05, -0.003819201246
151.218208, -6.352222656e-05, -0.003967592211
151.222304, -6.369023438e-05, -0.003974132944
151.296032, -6.650324219e-05, -0.004078675445
151.300128, -6.666207031e-05, -0.004084676983
151.447584, -7.202847656e-05, -0.004280452313
151.45168, -7.217550781e-05, -0.004285803607
151.545888, -7.579167969e-05, -0.004425391766
151.549984, -7.595128906e-05, -0.00443165395
151.627808, -7.915738281e-05, -0.004562721036
151.631904, -7.932679688e-05, -0.004569697304
151.832608, -8.789792969e-05, -0.0049322919
151.836704, -8.807292969e-05, -0.004939791004
151.939104, -9.222238281e-05, -0.0051128598
151.9432, -9.238835938e-05, -0.005119827683
152.08656, -9.790359375e-05, -0.005345893854
152.090656, -9.805796875e-05, -0.005352188329
152.143904, -0.0001001760156, -0.005442069667
152.148, -0.000100335625, -0.005448776103
152.4552, -0.0001130872266, -0.006015001544
152.459296, -0.0001132568359, -0.006022672173
152.553504, -0.0001168930469, -0.006181277645
152.5576, -0.0001170512109, -0.006188219732
152.709152, -0.0001225803906, -0.006425262615
152.713248, -0.0001227283984, -0.0064316269
152.725536, -0.0001231851172, -0.006451673796
152.729632, -0.0001233346875, -0.00645816838
152.807456, -0.0001263622266, -0.006595923601
