time, displacement, force
249.57136, -1.4296875e-08, -1.179139181e-05
249.608224, -7.171875e-08, -1.537588146e-05
249.61232, -8.0234375e-08, -1.590814133e-05
249.640992, -2.128125e-07, -2.420498614e-05
249.645088, -2.36328125e-07, -2.567864495e-05
249.681952, -5.727734375e-07, -4.675948978e-05
249.686048, -6.1828125e-07, -4.961287655e-05
249.722912, -1.246171875e-06, -8.902524169e-05
249.727008, -1.330078125e-06, -9.429744156e-05
249.763872, -2.361328125e-06, -0.000159199819
249.767968, -2.490859375e-06, -0.0001673652225
249.804832, -3.90578125e-06, -0.0002567535378
249.808928, -4.076171875e-06, -0.0002675418585
249.8376, -5.430703125e-06, -0.0003534890342
249.841696, -5.635507813e-06, -0.0003665126295
249.845792, -5.8403125e-06, -0.0003795437651
249.886752, -8.09734375e-06, -0.0005236523843
249.890848, -8.332539063e-06, -0.0005387217804
249.927712, -1.068894531e-05, -0.0006902642764
249.931808, -1.095832031e-05, -0.0007076523445
249.964576, -1.334742188e-05, -0.0008624634788
249.968672, -1.365621094e-05, -0.0008825497921
250.005536, -1.676195313e-05, -0.001085582781
250.009632, -1.711414063e-05, -0.00110872244
250.0424, -2.014957031e-05, -0.001309152456
250.046496, -2.053335938e-05, -0.001334619934
250.132512, -2.902e-05, -0.001905309162
250.136608, -2.943558594e-05, -0.001933631079
250.222624, -3.780664063e-05, -0.002511834863
250.22672, -3.820082031e-05, -0.002539431136
250.263584, -4.192214844e-05, -0.002801637759
250.26768, -4.233394531e-05, -0.002830841332
250.374176, -5.337e-05, -0.003627864906
250.378272, -5.3794375e-05, -0.003659079338
250.480672, -6.37134375e-05, -0.004401079492
250.484768, -6.410179688e-05, -0.004430625178
250.488864, -6.449015625e-05, -0.004460208831
250.591264, -7.490976563e-05, -0.005268396723
250.59536, -7.533636719e-05, -0.005302091987
250.722336, -8.782800781e-05, -0.006310750463
250.726432, -8.822421875e-05, -0.006343455765
250.787872, -9.452925781e-05, -0.006869996587
250.791968, -9.494644531e-05, -0.006905245299
250.853408, -0.0001013755469, -0.007455005746
250.857504, -0.0001018077344, -0.007492409718
250.894368, -0.0001055264063, -0.007816609463
250.898464, -0.0001059446094, -0.007853336337
250.98448, -0.0001141751953, -0.008587354608
250.988576, -0.0001145645703, -0.008622615872
251.00496, -0.0001162070313, -0.008771897383
251.009056, -0.0001166051953, -0.008808218051
251.111456, -0.0001269922266, -0.009774327443
251.115552, -0.0001274121875, -0.009814154717
251.226144, -0.0001381303516, -0.01085141083
251.23024, -0.0001385235547, -0.01089023745
251.267104, -0.0001422528125, -0.01126126521
251.2712, -0.0001426641797, -0.01130250281
251.377696, -0.0001536459375, -0.01242664907
251.381792, -0.0001540695313, -0.0124709239
251.41456, -0.0001572960156, -0.01281043183
251.418656, -0.0001577036328, -0.01285361087
251.504672, -0.0001659877344, -0.01374533212
251.508768, -0.0001663853125, -0.01378881689
251.615264, -0.0001772251563, -0.01499933375
251.61936, -0.0001776481641, -0.01504756148
251.725856, -0.0001880374609, -0.01625600795
251.729952, -0.0001884338672, -0.01630304107
251.766816, -0.0001921923438, -0.01675241856
