shear,shear_stress,time,torque,angle
-0.29926770501377165,-90.15172300720275,0,-9.063039702652483e-06,-0.29926770501377165
-0.29187638651103304,-84.02261405934605,1,-8.446874466056065e-06,-0.29187638651103304
-0.28448506800829443,-78.00189988445123,2,-7.841606260577232e-06,-0.28448506800829443
-0.2770937495055559,-72.36102694385244,3,-7.274523860896637e-06,-0.2770937495055559
-0.26970243100281727,-67.50276140070856,4,-6.786117738031702e-06,-0.26970243100281727
-0.26231111250007866,-62.75952200698858,5,-6.309275304958793e-06,-0.26231111250007866
-0.2549197939973401,-58.41316558516562,6,-5.872331900008974e-06,-0.2549197939973401
-0.2475284754946015,-54.50156682045048,7,-5.479095101832334e-06,-0.2475284754946015
-0.2401371569918629,-50.63801338238759,8,-5.090688346703696e-06,-0.2401371569918629
-0.23274583848912428,-47.200901726952466,9,-4.7451521954626445e-06,-0.23274583848912428
-0.2253545199863857,-43.99192335438487,10,-4.422550503277465e-06,-0.2253545199863857
-0.21796320148364712,-40.810554746991656,11,-4.102724447426337e-06,-0.21796320148364712
-0.2105718829809085,-38.03152642548034,12,-3.8233460487390435e-06,-0.2105718829809085
-0.2031805644781699,-35.351804464835226,13,-3.5539510143318143e-06,-0.2031805644781699
-0.19578924597543132,-32.757509384260345,14,-3.2931440266077124e-06,-0.19578924597543132
-0.18839792747269274,-30.52760738084611,15,-3.06896982653887e-06,-0.18839792747269274
-0.18100660896995413,-28.33525520141825,16,-2.8485705465077613e-06,-0.18100660896995413
-0.17361529046721552,-26.240903088579376,17,-2.6380233077325657e-06,-0.17361529046721552
-0.16622397196447694,-24.32577566040131,18,-2.445493699442885e-06,-0.16622397196447694
-0.15883265346173836,-22.430342902719996,19,-2.2549440153819232e-06,-0.15883265346173836
-0.15144133495899975,-20.661193674767656,20,-2.0770897364174712e-06,-0.15144133495899975
-0.14405001645626114,-19.0079394873569,21,-1.910886497707513e-06,-0.14405001645626114
-0.13665869795352256,-17.370663926424207,22,-1.7462896057354086e-06,-0.13665869795352256
-0.12926737945078398,-15.9047403585252,23,-1.5989188949630676e-06,-0.12926737945078398
-0.12187606094804537,-14.54506671185084,24,-1.4622295912935696e-06,-0.12187606094804537
-0.11448474244530676,-13.22528445271422,25,-1.3295506073050337e-06,-0.11448474244530676
-0.10709342394256818,-12.079561775924942,26,-1.214370001082556e-06,-0.10709342394256818
-0.0997021054398296,-10.974987221519102,27,-1.1033260553077206e-06,-0.0997021054398296
-0.092310786937091,-9.889964476062344,28,-9.942476717523677e-07,-0.092310786937091
-0.08491946843435239,-8.89001640297009,29,-8.93721927099635e-07,-0.08491946843435239
-0.0775281499316138,-7.902315252812089,30,-7.944273774267209e-07,-0.0775281499316138
-0.07013683142887522,-6.96503717805828,31,-7.002019081781657e-07,-0.07013683142887522
-0.06274551292613662,-6.122357328014501,32,-6.154864897389437e-07,-0.06274551292613662
-0.05535419442339801,-5.289722809162598,33,-5.317809381373305e-07,-0.05535419442339801
-0.0479628759206594,-4.499101387670322,34,-4.5229900375234327e-07,-0.0479628759206594
-0.040571557417920845,-3.728799542820121,35,-3.7485981601384547e-07,-0.040571557417920845
-0.033180238915182236,-2.9790582209280094,36,-2.9948759748747885e-07,-0.033180238915182236
-0.025788920412443628,-2.2591527257586645,37,-2.2711480341058488e-07,-0.025788920412443628
-0.018397601909705075,-1.5587424140395711,38,-1.5670187893713717e-07,-0.018397601909705075
-0.01100628340696648,-0.8978922085813142,39,-9.026597011822627e-08,-0.01100628340696648
