stretch,normal_stress,time,force,displacement
0.8554617934679452,-745.7257261251332,0,-0.03748426340460212,-0.0005781528261282194
0.8590277474979562,-701.7402783146414,1,-0.03527331364930134,-0.0005638890100081753
0.8625937015279673,-658.8602691246429,2,-0.03311792929958675,-0.0005496251938881307
0.8661596555579784,-618.7333603229378,3,-0.03110093086914348,-0.0005353613777680866
0.8697256095879895,-580.3970489566727,4,-0.029173937682679656,-0.000521097561648042
0.8732915636180005,-544.5430763083904,5,-0.027371720449498003,-0.0005068337455279979
0.8768575176480117,-512.9311422849162,6,-0.025782731334395414,-0.0004925699294079533
0.8804234716780227,-482.37568132163335,7,-0.02424684634736663,-0.0004783061132879092
0.8839894257080338,-454.7202244001748,8,-0.02285673146262866,-0.0004640422971678646
0.8875553797380449,-430.1905112153906,9,-0.021623733594852937,-0.00044977848104782046
0.891121333768056,-406.6510048820593,10,-0.02044050895219815,-0.0004355146649277759
0.894687287798067,-384.40510118616896,11,-0.01932230787022255,-0.0004212508488077318
0.8982532418280782,-363.96021330506795,12,-0.018294635717090807,-0.00040698703268768723
0.9018191958580892,-344.1973770700048,13,-0.017301247219008047,-0.0003927232165676431
0.9053851498881004,-326.5104954179872,14,-0.0164122075796018,-0.0003784594004475985
0.9089511039181114,-309.5765710147698,15,-0.015561015699576315,-0.0003641955843275544
0.9125170579481225,-293.0975887445388,16,-0.014732691705355608,-0.0003499317682075098
0.9160830119781336,-278.0208757745694,17,-0.013974853454047802,-0.0003356679520874657
0.9196489660081447,-262.6993972939529,18,-0.013204711946258382,-0.00032140413596742115
0.9232149200381558,-247.5220820256039,19,-0.012441816871886198,-0.000307140319847377
0.9267808740681669,-232.75781879082857,20,-0.011699684057261621,-0.00029287650372733244
0.9303468280981779,-217.7387664223953,21,-0.010944744143908815,-0.0002786126876072883
0.9339127821281891,-204.02763163128662,22,-0.010255547338594791,-0.0002643488714872437
0.9374787361582001,-192.06092362076043,23,-0.00965403498701842,-0.0002500850553671996
0.9410446901882112,-180.7268140179095,24,-0.009084320499605654,-0.00023582123924715504
0.9446106442182223,-169.2663287731119,25,-0.008508253679579567,-0.00022155742312711092
0.9481765982482334,-157.57974356134298,26,-0.007920821835630058,-0.00020729360700706635
0.9517425522782444,-145.9618895659148,27,-0.0073368447994298005,-0.0001930297908870222
0.9553085063082556,-133.8597384275176,28,-0.00672852433368545,-0.00017876597476697764
0.9588744603382666,-122.64584828846493,29,-0.006164852735621275,-0.00016450215864693353
0.9624404143682778,-111.920316156735,30,-0.005625728688407131,-0.00015023834252688895
0.9660063683982888,-101.42930986899735,31,-0.005098393195889996,-0.00013597452640684481
0.9695723224282999,-90.3828965979063,32,-0.004543139903394373,-0.00012171071028680025
0.973138276458311,-79.08410321545519,33,-0.003975200602838575,-0.00010744689416675613
0.9767042304883221,-68.06570611361138,34,-0.003421355556606774,-9.318307804671156e-05
0.9802701845183331,-57.8705556025094,35,-0.0029088913974400503,-7.891926192666743e-05
0.9838361385483443,-47.89019909826008,36,-0.002407223962656742,-6.465544580662286e-05
0.9874020925783553,-37.780712113036216,37,-0.0018990657219472877,-5.039162968657873e-05
0.9909680466083663,-26.821702094853197,38,-0.0013482057961274362,-3.6127813566534604e-05
0.9945340006383775,-16.287531889146685,39,-0.0008187006484488433,-2.1863997446490034e-05
