time,angle,displacement,torque,force
250.964,0.0,1.3476562499741342e-08,,0.002758133300934245
251.897888,0.0,0.0,,0.0029466171338342452
251.901984,0.0,0.0,,0.0029533182726009122
253.40112,0.0,0.0,,0.0029176254898342453
253.46256,0.0,0.0,,0.0028979925519675787
253.466656,0.0,0.0,,0.002896479391600912
254.720032,0.0,0.0,,0.003440416038700912
254.724128,0.0,0.0,,0.0034518346774342454
255.629344,0.0,0.0,,0.003126581492400912
255.63344,0.0,0.0,,0.0031230974088675787
255.985696,0.0,0.0,,0.0031576203533675786
255.989792,0.0,0.0,,0.0031581925568675787
257.218592,0.0,0.0,,0.003681161124600912
257.222688,0.0,0.0,,0.0036860820747009124
257.894432,0.0,0.0,,0.003592622169700912
257.898528,0.0,0.0,,0.0035881462667675785
258.983968,0.0,0.0,,0.0040408991072342455
258.988064,0.0,0.0,,0.004045692901000912
259.938336,0.0,0.0,,0.003890193420967579
259.942432,0.0,0.0,,0.003887116237700912
260.851744,0.0,0.0,,0.004234812515567578
260.85584,0.0,0.0,,0.004222821673334245
261.158944,0.0,0.0,,0.004486632918100912
261.16304,0.0,0.0,,0.0044881587941009125
262.281248,0.0,0.0,,0.004464278834700912
262.285344,0.0,0.0,,0.004460591301034245
263.464992,0.0,0.0,,0.004777223286667578
263.469088,0.0,0.0,,0.004780478488800912
264.116256,0.0,0.0,,0.004499386698334246
264.120352,0.0,0.0,,0.004489786395167578
265.58672,0.0,0.0,,0.004571789514534246
265.590816,0.0,0.0,,0.004580067391834245
265.93488,0.0,0.0,,0.004329454974467579
265.938976,0.0,0.0,,0.004323275176667579
266.823712,0.0,0.0,,0.004194516673534245
266.827808,0.0,0.0,,0.004188870932334245
268.326944,0.0,0.0,,0.004415438087067579
268.347424,0.0,0.0,,0.004433036523600912
268.35152,0.0,0.0,,0.004434511537067579
268.884,0.0,0.0,,0.004299865695700913
268.888096,0.0,0.0,,0.004296025574434245
270.116896,0.0,0.0,,0.004630764621934245
270.120992,0.0,0.0,,0.004634286852367579
270.5224,0.0,0.0,,0.004360748148100912
270.526496,0.0,0.0,,0.004351681901534245
271.7512,0.0,0.0,,0.004454831119134245
271.755296,0.0,0.0,,0.004454780256600912
273.176608,0.0,0.0,,0.004176511336734245
273.180704,0.0,0.0,,0.004186531255800912
274.008096,0.0,0.0,,0.003572976516200912
274.012192,0.0,0.0,,0.003567991987934245
274.810912,0.0,0.0,,0.003379991349100912
274.815008,0.0,0.0,,0.0033638424947675786
275.101728,0.0,0.0,,0.0033836025889675786
275.105824,0.0,0.0,,0.003383831470367578
276.314144,0.0,0.0,,0.004521766213000912
276.31824,0.0,0.0,,0.004528530929934244
276.875296,0.0,0.0,,0.004474934535434245
276.879392,0.0,0.0,,0.004468576718767579
277.747744,0.0,0.0,,0.004782258677467579
277.75184,0.0,0.0,,0.004788362181467579
278.362144,0.0,0.0,,0.004850986675634245
278.36624,0.0,0.0,,0.004861629660734246
