time,angle,displacement,torque,force
658.76176,0.0,1.0585937499788326e-08,,0.007977366727667579
658.769952,0.0,1.8320312499776545e-08,,0.007983889847567578
658.774048,0.0,2.2187499999770655e-08,,0.007977468452734246
658.831392,0.0,2.2328124999976795e-07,,0.00801429292686758
658.835488,0.0,2.465624999997695e-07,,0.00800216221266758
658.872352,0.0,6.294921874997264e-07,,0.008064265365867579
658.876448,0.0,6.783593749997221e-07,,0.008063578721667578
658.892832,0.0,9.425781249997045e-07,,0.008061722239200911
658.896928,0.0,1.0290234374997054e-06,,0.008059725884767579
658.933792,0.0,1.9112109374996857e-06,,0.008112826369567578
658.937888,0.0,2.0184765624996822e-06,,0.008122235938234246
658.970656,0.0,3.168007812499674e-06,,0.008144259415167578
658.974752,0.0,3.3232421874996796e-06,,0.008161616254667577
659.011616,0.0,4.9733984374997035e-06,,0.008224660364734244
659.015712,0.0,5.166406249999707e-06,,0.008229161698934244
659.052576,0.0,7.100781249999707e-06,,0.008286954252434245
659.056672,0.0,7.324609374999708e-06,,0.008296033214634246
659.114016,0.0,1.0953359374999755e-05,,0.008406379480700913
659.118112,0.0,1.122835937499976e-05,,0.008395177007734244
659.17136,0.0,1.5390312499999744e-05,,0.008486106501700912
659.175456,0.0,1.5731914062499745e-05,,0.008491955693034247
659.2328,0.0,2.1050703124999725e-05,,0.008585161285367578
659.236896,0.0,2.144468749999972e-05,,0.008589866069700912
659.343392,0.0,3.2111015624999766e-05,,0.00871829396636758
659.347488,0.0,3.252722656249977e-05,,0.008712101452934246
659.429408,0.0,4.054347656249976e-05,,0.008835748271467577
659.433504,0.0,4.094648437499976e-05,,0.008840338615100913
659.56048,0.0,5.403371093749977e-05,,0.00902976340486758
659.564576,0.0,5.445511718749977e-05,,0.009043534435767579
659.671072,0.0,6.482457031249978e-05,,0.009260552149867578
659.675168,0.0,6.521777343749978e-05,,0.00927771825486758
659.822624,0.0,8.014484374999981e-05,,0.009489331824800912
659.82672,0.0,8.05606640624998e-05,,0.009479871393600911
659.92912,0.0,9.054695312499979e-05,,0.009641347221300911
659.933216,0.0,9.094816406249979e-05,,0.009653961129567578
660.039712,0.0,0.00010191328124999982,,0.009828432334534246
660.043808,0.0,0.00010234007812499984,,0.00983496817006758
660.121632,0.0,0.00010991992187499987,,0.00994387756956758
660.125728,0.0,0.00011032312499999985,,0.009954545985934244
660.170784,0.0,0.00011467917968749984,,0.009991764644700913
660.17488,0.0,0.00011507457031249984,,0.009994981699934246
660.301856,0.0,0.00012811382812499987,,0.010104158127734245
660.305952,0.0,0.00012854003906249988,,0.010095320762567578
660.453408,0.0,0.00014311964843749983,,0.010283791879834246
660.457504,0.0,0.00014352863281249983,,0.010281553928367578
660.559904,0.0,0.00015413410156249984,,0.010454130503967578
660.564,0.0,0.00015455472656249983,,0.01045280807810091
660.690976,0.0,0.00016677484374999979,,0.010609617268367578
660.695072,0.0,0.0001671730468749998,,0.010619738912500913
660.797472,0.0,0.00017757859374999975,,0.010738782671767578
660.801568,0.0,0.0001780004296874998,,0.010749629107000912
660.93264,0.0,0.00019085273437499976,,0.010863205143934246
660.936736,0.0,0.00019125273437499977,,0.010869232354134246
660.965408,0.0,0.00019417894531249976,,0.010921849644867577
660.969504,0.0,0.00019459234374999973,,0.010934501700034245
661.063712,0.0,0.0002042922656249998,,0.010952405311767579
661.067808,0.0,0.00020471386718749976,,0.010964052831900911
661.170208,0.0,0.00021465167968749983,,0.011014101564700913
661.174304,0.0,0.00021504648437499984,,0.011018844495934245
661.317664,0.0,0.0002296295703124999,,0.011146267857567577
661.32176,0.0,0.00023004937499999988,,0.011140227931734246
661.428256,0.0,0.00024048464843749986,,0.011178807163267579
661.432352,0.0,0.00024088687499999983,,0.011179862560834246
661.530656,0.0,0.00025099269531249986,,0.011297545747334246
661.534752,0.0,0.00025141929687499986,,0.011311482081467579
661.559328,0.0,0.0002539255468749999,,0.011316110572000911
661.563424,0.0,0.0002543463671874999,,0.011306128799834246
661.674016,0.0,0.0002650556249999998,,0.011291887290500912
661.678112,0.0,0.0002654474609374998,,0.011291696556000912
661.821472,0.0,0.0002799482031249998,,0.011305531165067578
661.825568,0.0,0.0002803646093749998,,0.011309625599000913
661.932064,0.0,0.0002907434374999997,,0.011319353058500913
661.93616,0.0,0.00029114363281249967,,0.011321972478967577
662.05904,0.0,0.00030376812499999966,,0.011295727411767577
662.063136,0.0,0.0003041901171874997,,0.011308455760734243
662.190112,0.0,0.00031657382812499973,,0.011196354737267579
662.194208,0.0,0.00031697761718749975,,0.011202661691400913
662.321184,0.0,0.0003299968749999998,,0.011215847803167579
662.32528,0.0,0.0003304160937499998,,0.011217488119867579
662.382624,0.0,0.0003360078906249998,,0.01121886140826758
662.38672,0.0,0.00033641710937499977,,0.011222154757300913
662.431776,0.0,0.0003408441406249997,,0.01116537945446758
662.435872,0.0,0.0003412465234374997,,0.01116958832910091
662.579232,0.0,0.00035596792968749973,,0.011096676887567578
662.583328,0.0,0.0003563810937499997,,0.011086275499500912
662.69392,0.0,0.00036707195312499967,,0.011012512110534245
662.698016,0.0,0.00036747136718749977,,0.011008659273634244
662.800416,0.0,0.00037787339843749977,,0.010923795136767578
662.804512,0.0,0.00037829515624999976,,0.010906336572200913
662.931488,0.0,0.0003907095703124998,,0.010843851950000911
662.935584,0.0,0.0003911095703124997,,0.010843050865100911
663.058464,0.0,0.00040366863281249987,,0.010808197314134245
663.06256,0.0,0.00040409042968749984,,0.010813270851834245
663.169056,0.0,0.0004144111328124998,,0.010690590421434245
663.173152,0.0,0.0004148061328124998,,0.010680468777300913
663.250976,0.0,0.0004227811328124997,,0.010664408932400912
663.255072,0.0,0.0004232115234374997,,0.010642105711534245
663.300128,0.0,0.0004278245703124998,,0.010669863939100912
663.304224,0.0,0.00042825097656249984,,0.010666354424300912
663.4312,0.0,0.0004407530078124998,,0.010698766573667579
663.435296,0.0,0.0004411553906249998,,0.010702975448300912
663.562272,0.0,0.0004542798828124998,,0.010692167159967578
663.566368,0.0,0.0004547003124999998,,0.010689827483434245
663.672864,0.0,0.0004649666015624998,,0.010654910354300912
663.67696,0.0,0.0004653594140624998,,0.01065810197826758
663.79984,0.0,0.0004778591796874998,,0.010638964950100912
663.803936,0.0,0.0004782810156249998,,0.010627037686034246
663.935008,0.0,0.0004910587890624999,,0.010778251997634243
663.939104,0.0,0.0004914592187499999,,0.010782066687634246
664.057888,0.0,0.0005037318749999997,,0.010843050865100911
664.061984,0.0,0.0005041536718749998,,0.010850934557767578
664.172576,0.0,0.0005148999999999998,,0.01086188271806758
664.176672,0.0,0.0005152948046874997,,0.010868037084600912
664.299552,0.0,0.0005278835937499997,,0.010971593202467579
664.303648,0.0,0.0005283101953124997,,0.010971987387100911
664.430624,0.0,0.0005408217968749997,,0.011100962056000911
664.43472,0.0,0.0005412242187499998,,0.011110994690700912
664.438816,0.0,0.0005416266406249997,,0.011109023767534244
664.53712,0.0,0.0005516939062499998,,0.011085855883600913
664.541216,0.0,0.0005521205078124998,,0.011096371712367579
664.582176,0.0,0.0005561933984374998,,0.011109595971034244
664.586272,0.0,0.0005566066015624998,,0.011120811159634245
664.672288,0.0,0.0005648500390624999,,0.011140685694534245
664.676384,0.0,0.0005652426562499997,,0.011146484023334246
664.795168,0.0,0.0005771556249999999,,0.011116004650234245
664.799264,0.0,0.0005775662109374997,,0.01111812816100091
664.860704,0.0,0.0005833959374999997,,0.011179493807467578
664.8648,0.0,0.0005837815234374997,,0.011176314899134244
665.020448,0.0,0.0005978453124999998,,0.011234450774734245
665.024544,0.0,0.0005982235156249998,,0.011234107452634246
665.081888,0.0,0.0006031477343749998,,0.01121794588266758
665.085984,0.0,0.0006034937109374998,,0.011223388173734245
665.122848,0.0,0.0006063409374999997,,0.011252913874334245
665.126944,0.0,0.0006066565234374997,,0.01125742792416758
665.139232,0.0,0.0006075482812499998,,0.011269711225967578
665.143328,0.0,0.0006078520703124998,,0.011274136266367578
665.200672,0.0,0.0006119199999999997,,0.011230903113034246
665.204768,0.0,0.0006122094140624998,,0.011226401778834246
665.339936,0.0,0.0006210234374999997,,0.011217577129300911
665.344032,0.0,0.0006212844140624997,,0.011218607095600911
665.401376,0.0,0.0006247154687499997,,0.011197562722434244
665.405472,0.0,0.0006249588671874998,,0.011190467399034244
665.462816,0.0,0.0006281512890624997,,0.011173886213167578
665.466912,0.0,0.0006283796874999997,,0.011168202325067579
665.557024,0.0,0.0006331418749999998,,0.011121497803834247
665.56112,0.0,0.0006333562890624998,,0.011121828410300913
665.638944,0.0,0.0006371536718749999,,0.010990297899100913
665.64304,0.0,0.0006373522656249997,,0.011000750149700912
665.700384,0.0,0.0006399823437499996,,0.010975179011067577
665.70448,0.0,0.0006401673437499997,,0.010965896598734245
665.761824,0.0,0.0006425274999999997,,0.010974466935600911
665.76592,0.0,0.0006426931249999997,,0.010971173586567578
665.884704,0.0,0.0006468701953124997,,0.01087822230690091
665.8888,0.0,0.0006470066015624997,,0.010879532017134244
666.097696,0.0,0.0006534726953124997,,0.010818115508134244
666.101792,0.0,0.0006535962890624996,,0.010817695892234245
666.220576,0.0,0.0006568764062499997,,0.010788271916700912
666.224672,0.0,0.0006569876171874997,,0.010780884133734245
666.322976,0.0,0.0006594576562499997,,0.01079220104740091
666.327072,0.0,0.0006595572656249998,,0.010793892226634245
666.368032,0.0,0.0006604837499999998,,0.010749285784900912
666.372128,0.0,0.0006605715624999997,,0.010737472961534246
666.425376,0.0,0.0006617059765624999,,0.010787674281934246
666.429472,0.0,0.0006617921874999998,,0.010790128399167579
666.499104,0.0,0.0006631289062499998,,0.010793040279200911
666.5032,0.0,0.0006632061328124997,,0.010788004888400912
666.601504,0.0,0.0006648966406249998,,0.010835586788334245
666.6056,0.0,0.0006649646484374998,,0.010834938291034246
666.716192,0.0,0.0006666226953124997,,0.010855232441834246
