time,angle,displacement,torque,force
2.689056,0.0,-1.1409765625000796e-06,,-0.0003645210705324214
2.72592,0.0,-1.761328125000107e-06,,-0.0004142773437657547
2.730016,0.0,-1.8349218750001068e-06,,-0.0004169603423990881
2.78736,0.0,-3.1663671875001297e-06,,-0.0004759100185324214
2.791456,0.0,-3.2709375000001313e-06,,-0.00048165748479908805
2.840608,0.0,-4.7578515625001756e-06,,-0.0005508305301324213
2.844704,0.0,-4.890234375000179e-06,,-0.0005442056851657547
2.865184,0.0,-5.59609375000018e-06,,-0.0005930972953324214
2.86928,0.0,-5.73726562500018e-06,,-0.000602850186099088
2.922528,0.0,-7.764921875000174e-06,,-0.000723394390099088
2.926624,0.0,-7.928320312500168e-06,,-0.0007361354546990881
3.000352,0.0,-1.1031835937500202e-05,,-0.0008767957906324214
3.004448,0.0,-1.1201054687500203e-05,,-0.0008749011612657547
3.13552,0.0,-1.6590117187500242e-05,,-0.0012554800669324214
3.139616,0.0,-1.675671875000024e-05,,-0.0012636689347990879
3.172384,0.0,-1.8006992187500244e-05,,-0.0013640207130657547
3.17648,0.0,-1.816699218750025e-05,,-0.0013759479771324214
3.364896,0.0,-2.4984531250000235e-05,,-0.0022336428767324216
3.368992,0.0,-2.5131914062500238e-05,,-0.0022435356394657547
3.467296,0.0,-2.8941562500000242e-05,,-0.002623949241899088
3.471392,0.0,-2.9101992187500245e-05,,-0.0026434931703324216
3.725344,0.0,-3.991613281250031e-05,,-0.0036213635205657544
3.72944,0.0,-4.008734375000031e-05,,-0.0036316250366657545
3.79088,0.0,-4.267109375000028e-05,,-0.003932489636965754
3.794976,0.0,-4.2843906250000285e-05,,-0.003948930950865754
4.069408,0.0,-5.366152343750017e-05,,-0.005168970537932422
4.073504,0.0,-5.382273437500017e-05,,-0.005188222006799088
4.352032,0.0,-6.529675781250019e-05,,-0.006399576816299088
4.356128,0.0,-6.546515625000019e-05,,-0.006426165205599088
4.401184,0.0,-6.724281250000019e-05,,-0.006634002232432421
4.40528,0.0,-6.739621093750019e-05,,-0.006658657845465755
4.454432,0.0,-6.92592187500002e-05,,-0.006847421422299088
4.458528,0.0,-6.94153906250002e-05,,-0.006856106199865755
4.622368,0.0,-7.532804687500017e-05,,-0.007363854154499087
4.626464,0.0,-7.547601562500018e-05,,-0.007385547024965754
