stretch,normal_stress,time,force,displacement
0.8517125616552039,-424.9297588475688,0,-0.02135929933899527,-0.0005931497533791843
0.8553732411064583,-405.2166601101472,1,-0.02036841092022769,-0.0005785070355741668
0.8590339205577127,-379.5012782202046,2,-0.019075814842952492,-0.0005638643177691494
0.862694600008967,-352.3564884763793,3,-0.017711368890273436,-0.0005492215999641319
0.8663552794602215,-325.20518393041925,4,-0.01634659546792196,-0.000534578882159114
0.8700159589114759,-298.53833581032706,5,-0.015006173481546337,-0.0005199361643540966
0.8736766383627302,-275.1116230308674,6,-0.013828618461295,-0.000505293446549079
0.8773373178139846,-253.1860078417455,7,-0.012726516835637686,-0.0004906507287440615
0.880997997265239,-231.91761980101086,8,-0.011657451049678183,-0.0004760080109390441
0.8846586767164933,-215.06449319295993,9,-0.010810320509808239,-0.00046136529313402664
0.8883193561677477,-199.12114361530732,10,-0.01000892035129996,-0.0004467225753290092
0.8919800356190021,-183.6594376302122,11,-0.009231730240344118,-0.0004320798575239917
0.8956407150702566,-169.21374404217727,12,-0.008505610482709243,-0.0004174371397189738
0.8993013945215109,-155.38029622524704,13,-0.007810265554141471,-0.00040279442191395635
0.9029620739727653,-142.54516800254606,14,-0.007165101641624344,-0.00038815170410893884
0.9066227534240197,-131.7306214965202,15,-0.006621503243940568,-0.0003735089863039214
0.910283432875274,-121.22965456109408,16,-0.006093667074661784,-0.00035886626849890394
0.9139441123265284,-111.4316613079569,17,-0.005601166216678134,-0.00034422355069388643
0.9176047917777828,-102.39142943606797,18,-0.005146754600110541,-0.000329580832888869
0.9212654712290371,-93.57300877198172,19,-0.004703492430917616,-0.00031493811508385153
0.9249261506802916,-85.56939194878316,20,-0.0043011867698950846,-0.0003002953972788336
0.928586830131546,-78.5185910001208,21,-0.003946774858499218,-0.00028565267947381614
0.9322475095828003,-71.72777622155108,22,-0.0036054312773753203,-0.00027100996166879864
0.9359081890340547,-65.62142324146556,23,-0.003298492498775915,-0.0002563672438637812
0.9395688684853091,-59.08149937001938,24,-0.002969760070142766,-0.0002417245260587637
0.9432295479365634,-52.34577467778886,25,-0.0026311856187873294,-0.00022708180825374626
0.9468902273878178,-46.25593902753545,26,-0.002325077091740844,-0.00021243909044872878
0.9505509068390723,-40.823125495710784,27,-0.002051994098462387,-0.00019779637264371087
0.9542115862903267,-36.42731158190942,28,-0.0018310363912920483,-0.0001831536548386934
0.957872265741581,-32.97490639611169,29,-0.001657499578989369,-0.00016851093703367594
0.9615329451928354,-29.66163064508131,30,-0.001490956174849301,-0.00015386821922865846
0.9651936246440898,-26.233746910843557,31,-0.0013186519451398406,-0.00013922550142364098
0.9688543040953441,-22.542233089662087,32,-0.0011330962219198585,-0.00012458278361862353
0.9725149835465985,-18.74770175854297,33,-0.0009423622738612966,-0.00010994006581360605
0.9761756629978529,-16.03393110000016,34,-0.0008059532824308066,-9.529734800858859e-05
0.9798363424491072,-14.024235046474061,35,-0.0007049349407075106,-8.065463020357111e-05
0.9834970219003617,-12.251230260101202,36,-0.0006158139997211345,-6.60119123985532e-05
0.9871577013516161,-10.20669674777831,37,-0.0005130445363238266,-5.136919459353573e-05
0.9908183808028704,-7.540876333827896,38,-0.00037904578707172556,-3.672647678851826e-05
0.9944790602541248,-4.831803995909037,39,-0.00024287295899413818,-2.208375898350079e-05
